customer_id,company_name,email,industry,country,plan,segment,mrr,arr,customer_since,is_churned,churned_at,created_at,updated_at
CUST-00152,Humphrey PLC,katrinaanderson@bartlett.com,Consulting,Kenya,growth,SMB,468.56,5622.72,2024-12-15,False,,2024-12-15,2026-06-29T14:45:53.395370
CUST-00153,Martin Ltd,michaeleverett@singleton-king.net,Healthcare,Germany,growth,SMB,269.06,3228.72,2024-10-13,False,,2024-10-13,2026-06-29T14:45:53.395787
CUST-00154,Weber PLC,shawgary@moore.org,Education,South Africa,growth,SMB,127.56,1530.72,2024-08-28,False,,2024-08-28,2026-06-29T14:45:53.396284
CUST-00155,"Williams, Shields and Miller",debra96@fowler.com,Education,India,business,Mid-Market,1157.73,13892.76,2024-12-04,False,,2024-12-04,2026-06-29T14:45:53.396850
CUST-00156,Webb-Ballard,eevans@brown.com,Legal,Singapore,enterprise,Enterprise,9540.41,114484.92,2026-03-22,False,,2026-03-22,2026-06-29T14:45:53.397365
CUST-00157,"Thomas, Hensley and Flores",theresa25@hoffman.com,Real Estate,South Africa,starter,SMB,70.86,850.32,2024-12-08,False,,2024-12-08,2026-06-29T14:45:53.397951
CUST-00158,Thomas Inc,sonia96@estes.com,Consulting,South Africa,business,Mid-Market,537.8,6453.6,2025-05-27,False,,2025-05-27,2026-06-29T14:45:53.398241
CUST-00159,"Edwards, Hines and Jimenez",tjimenez@johnson-landry.net,Education,South Africa,starter,SMB,98.97,1187.64,2025-12-12,False,,2025-12-12,2026-06-29T14:45:53.398803
CUST-00160,Lewis LLC,williamstroy@chambers.com,Manufacturing,Kenya,starter,SMB,82.42,989.04,2025-06-08,False,,2025-06-08,2026-06-29T14:45:53.399350
CUST-00161,Khan Ltd,kathryn50@williams-hoffman.com,Consulting,Netherlands,enterprise,Enterprise,9327.58,111930.96,2025-04-28,False,,2025-04-28,2026-06-29T14:45:53.399704
CUST-00162,Jones-Gordon,marcia99@anderson.biz,Marketing,France,enterprise,Enterprise,9751.44,117017.28,2025-11-04,False,,2025-11-04,2026-06-29T14:45:53.400057
CUST-00163,Grant-Diaz,jameshicks@williams.info,Real Estate,Netherlands,business,Mid-Market,1504.2,18050.4,2025-01-28,False,,2025-01-28,2026-06-29T14:45:53.400659
CUST-00164,Hernandez-Barry,markaustin@long.com,Manufacturing,United States,enterprise,Enterprise,4304.74,51656.88,2025-09-12,False,,2025-09-12,2026-06-29T14:45:53.401092
CUST-00165,Romero-Hicks,terickson@cabrera-richardson.com,Fintech,Netherlands,enterprise,Enterprise,2703.48,32441.76,2026-01-06,False,,2026-01-06,2026-06-29T14:45:53.401536
CUST-00166,"Parker, Roach and Wiggins",carlsonjoseph@patton.com,Marketing,United States,starter,SMB,75.04,900.48,2025-04-06,False,,2025-04-06,2026-06-29T14:45:53.402176
CUST-00167,Jackson-Fuller,rhernandez@johnson.com,Legal,Kenya,growth,SMB,306.38,3676.56,2025-12-21,False,,2025-12-21,2026-06-29T14:45:53.402549
CUST-00168,Alexander Group,robertharris@hampton.com,Manufacturing,Canada,enterprise,Enterprise,8078.92,96947.04,2024-04-20,False,,2024-04-20,2026-06-29T14:45:53.403056
CUST-00169,"Clark, Nguyen and Bates",ledwards@barr-peterson.com,Fintech,United States,business,Mid-Market,1156.17,13874.04,2024-01-29,False,,2024-01-29,2026-06-29T14:45:53.403569
CUST-00170,"Becker, Lara and Baker",plee@grant-walker.com,SaaS,Nigeria,growth,SMB,382.91,4594.92,2026-05-13,False,,2026-05-13,2026-06-29T14:45:53.404082
CUST-00171,"Clark, Bush and Stewart",ann44@berry.biz,Fintech,Singapore,enterprise,Enterprise,2744.67,32936.04,2024-09-19,False,,2024-09-19,2026-06-29T14:45:53.404501
CUST-00172,Blevins-Ballard,bobby15@douglas-burgess.com,Education,Nigeria,starter,SMB,74.34,892.08,2025-03-02,False,,2025-03-02,2026-06-29T14:45:53.404919
CUST-00173,"Nelson, Hoffman and Nelson",gilbertbrenda@williams.com,Legal,Australia,business,Mid-Market,1122.24,13466.88,2024-05-07,False,,2024-05-07,2026-06-29T14:45:53.405403
CUST-00174,Williams Group,jennifer12@oconnell.biz,Consulting,Nigeria,enterprise,Enterprise,6409.12,76909.44,2026-03-16,False,,2026-03-16,2026-06-29T14:45:53.405679
CUST-00175,Woods-Gonzalez,manuel01@andrews.com,Marketing,France,growth,SMB,444.61,5335.32,2026-04-08,False,,2026-04-08,2026-06-29T14:45:53.406166
CUST-00176,Khan-Thompson,osbornrandy@lopez-curry.com,Education,South Africa,business,Mid-Market,1729.82,20757.84,2024-03-26,False,,2024-03-26,2026-06-29T14:45:53.406658
CUST-00177,Evans PLC,hebertmatthew@hays-daniels.info,Legal,France,enterprise,Enterprise,8921.08,107052.96,2023-08-26,False,,2023-08-26,2026-06-29T14:45:53.407096
CUST-00178,"Mcdonald, Lee and Rodriguez",jessicawong@lopez.org,Legal,France,business,Mid-Market,1326.88,15922.56,2024-01-23,False,,2024-01-23,2026-06-29T14:45:53.407776
CUST-00179,Thompson Ltd,gwilcox@miller-caldwell.com,Marketing,Australia,growth,SMB,491.31,5895.72,2026-05-11,False,,2026-05-11,2026-06-29T14:45:53.408158
CUST-00180,Morris-Wright,patrick74@turner-sharp.com,Marketing,Netherlands,enterprise,Enterprise,2348.18,28178.16,2024-02-02,False,,2024-02-02,2026-06-29T14:45:53.408585
CUST-00181,"Ward, Young and Contreras",zparker@shaw.com,Manufacturing,South Africa,growth,SMB,297.13,3565.56,2024-08-08,True,2025-08-12,2024-08-08,2026-06-29T14:45:53.409530
CUST-00182,Fowler LLC,christina32@hernandez-adkins.org,Manufacturing,Singapore,starter,SMB,90.19,1082.28,2026-06-05,False,,2026-06-05,2026-06-29T14:45:53.409940
CUST-00183,Miles-Durham,kathleenbecker@marks.com,Healthcare,United Kingdom,starter,SMB,79.57,954.84,2025-01-29,False,,2025-01-29,2026-06-29T14:45:53.410529
CUST-00184,"Rodriguez, Poole and Leach",ashleyhernandez@bond-ramos.com,Consulting,India,enterprise,Enterprise,8251.2,99014.4,2023-10-28,False,,2023-10-28,2026-06-29T14:45:53.411095
CUST-00185,Davis-Dixon,chavezwilliam@elliott-hansen.com,Manufacturing,Netherlands,enterprise,Enterprise,7197.69,86372.28,2025-12-20,False,,2025-12-20,2026-06-29T14:45:53.411574
CUST-00186,Scott-Smith,bethwilliams@graves-weaver.com,Legal,Nigeria,business,Mid-Market,1439.2,17270.4,2023-08-01,False,,2023-08-01,2026-06-29T14:45:53.412056
CUST-00187,Johnson-Ortiz,katiegood@stuart.info,Education,Australia,starter,SMB,72.22,866.64,2023-10-14,False,,2023-10-14,2026-06-29T14:45:53.412617
CUST-00188,Miller-Brandt,desireebailey@haney.net,Fintech,Singapore,starter,SMB,59.38,712.56,2025-02-04,True,2025-08-23,2025-02-04,2026-06-29T14:45:53.413032
CUST-00189,"Irwin, Davenport and Avila",steven86@gray.com,SaaS,Germany,business,Mid-Market,1854.14,22249.68,2024-01-12,True,2025-02-12,2024-01-12,2026-06-29T14:45:53.413586
CUST-00190,Pineda Ltd,johnsondonna@miranda.com,Marketing,South Africa,business,Mid-Market,1145.03,13740.36,2024-08-30,False,,2024-08-30,2026-06-29T14:45:53.414080
CUST-00191,Wheeler Group,sanchezbradley@young-robinson.com,Marketing,South Africa,growth,SMB,166.99,2003.88,2023-10-11,True,2025-10-09,2023-10-11,2026-06-29T14:45:53.414504
CUST-00192,"Holder, Young and Hendricks",barbara53@walter-odom.net,E-commerce,Singapore,growth,SMB,298.07,3576.84,2024-02-01,False,,2024-02-01,2026-06-29T14:45:53.414987
CUST-00193,Turner-Brown,conniesimmons@williams-cooper.biz,Legal,Germany,business,Mid-Market,1188.36,14260.32,2024-06-06,False,,2024-06-06,2026-06-29T14:45:53.415480
CUST-00194,Horton-Russell,nicholas87@atkinson.com,Consulting,Germany,growth,SMB,128.54,1542.48,2025-09-20,False,,2025-09-20,2026-06-29T14:45:53.415911
CUST-00195,Hart Group,paulscott@lucas-nielsen.com,Education,Australia,enterprise,Enterprise,7521.51,90258.12,2025-06-17,False,,2025-06-17,2026-06-29T14:45:53.416335
CUST-00196,"Hardy, Lee and Adams",russojacob@ramsey.com,Marketing,South Africa,enterprise,Enterprise,8825.68,105908.16,2023-11-19,True,2024-12-20,2023-11-19,2026-06-29T14:45:53.416968
CUST-00197,Lewis and Sons,burgesskaren@dominguez.com,Marketing,Germany,business,Mid-Market,1988.04,23856.48,2024-10-11,False,,2024-10-11,2026-06-29T14:45:53.417421
CUST-00198,Arnold LLC,powens@parker-ward.info,SaaS,South Africa,starter,SMB,68.62,823.44,2025-03-06,False,,2025-03-06,2026-06-29T14:45:53.417805
CUST-00199,Lang Ltd,ugill@wood.com,E-commerce,South Africa,enterprise,Enterprise,8661.71,103940.52,2025-06-21,False,,2025-06-21,2026-06-29T14:45:53.418109
CUST-00200,Figueroa Inc,angela99@butler.biz,Education,Kenya,business,Mid-Market,827.51,9930.12,2025-11-18,False,,2025-11-18,2026-06-29T14:45:53.418550
CUST-00201,Porter Ltd,jonathan77@jackson-norton.com,SaaS,Germany,growth,SMB,350.3,4203.6,2025-11-30,False,,2025-11-30,2026-06-29T14:45:53.418893
CUST-00202,"Payne, White and Preston",warrenmary@landry.com,Healthcare,United Kingdom,enterprise,Enterprise,2265.92,27191.04,2024-02-01,False,,2024-02-01,2026-06-29T14:45:53.419378
CUST-00203,Taylor-Mccoy,mannalbert@bryant.org,E-commerce,Canada,business,Mid-Market,989.08,11868.96,2023-07-08,False,,2023-07-08,2026-06-29T14:45:53.419947
CUST-00204,"Freeman, Smith and Arnold",smithjennifer@madden.biz,Healthcare,Germany,business,Mid-Market,1295.28,15543.36,2025-07-18,False,,2025-07-18,2026-06-29T14:45:53.420571
CUST-00205,Hull PLC,johnharvey@ochoa-adams.biz,Real Estate,United Kingdom,enterprise,Enterprise,9738.07,116856.84,2024-04-02,False,,2024-04-02,2026-06-29T14:45:53.420981
CUST-00206,Chung-Stevens,veronicaperez@clayton.com,E-commerce,Kenya,enterprise,Enterprise,9702.15,116425.8,2023-10-29,True,2025-12-08,2023-10-29,2026-06-29T14:45:53.421533
CUST-00207,Gray-Tran,walshjacqueline@porter.com,Real Estate,United Kingdom,enterprise,Enterprise,9737.16,116845.92,2023-11-21,False,,2023-11-21,2026-06-29T14:45:53.421961
CUST-00208,Jacobson Inc,jasonparrish@alvarez.com,Legal,France,enterprise,Enterprise,2110.35,25324.2,2025-11-24,False,,2025-11-24,2026-06-29T14:45:53.422444
CUST-00209,"Barrett, White and Jefferson",alibrenda@nicholson.org,Real Estate,United Kingdom,business,Mid-Market,1375.84,16510.08,2025-10-19,False,,2025-10-19,2026-06-29T14:45:53.423075
CUST-00210,"Davenport, Price and Mosley",patrick21@mcgee.com,Manufacturing,France,growth,SMB,287.59,3451.08,2024-07-06,False,,2024-07-06,2026-06-29T14:45:53.423640
CUST-00211,Jacobs-Austin,unovak@walters.info,Legal,India,growth,SMB,358.06,4296.72,2023-10-25,False,,2023-10-25,2026-06-29T14:45:53.424013
CUST-00212,Tran-Bennett,eringuerrero@barton.com,SaaS,United States,business,Mid-Market,1472.86,17674.32,2024-06-17,True,2025-05-24,2024-06-17,2026-06-29T14:45:53.424426
CUST-00213,Adams Group,jodistewart@davis.info,Manufacturing,Canada,enterprise,Enterprise,2927.96,35135.52,2023-10-21,False,,2023-10-21,2026-06-29T14:45:53.424769
CUST-00214,Garcia-Miller,jcole@russell.com,Manufacturing,Netherlands,enterprise,Enterprise,5628.15,67537.8,2025-01-08,False,,2025-01-08,2026-06-29T14:45:53.425268
CUST-00215,"Mueller, Shields and Smith",fhughes@santana.org,Legal,South Africa,growth,SMB,453.17,5438.04,2026-01-11,False,,2026-01-11,2026-06-29T14:45:53.425843
CUST-00216,Jennings and Sons,josephadams@brown.com,Real Estate,Australia,enterprise,Enterprise,9511.42,114137.04,2025-09-15,False,,2025-09-15,2026-06-29T14:45:53.426207
CUST-00217,Washington-Jones,sheryl79@gonzalez.biz,Real Estate,United Kingdom,enterprise,Enterprise,5556.57,66678.84,2025-04-13,False,,2025-04-13,2026-06-29T14:45:53.426701
CUST-00218,"James, Atkins and Alexander",pochoa@taylor.com,Real Estate,United States,business,Mid-Market,1315.7,15788.4,2024-11-26,False,,2024-11-26,2026-06-29T14:45:53.427274
CUST-00219,Thompson-Sanders,kelly79@nguyen.biz,Legal,United Kingdom,enterprise,Enterprise,4206.05,50472.6,2025-07-12,False,,2025-07-12,2026-06-29T14:45:53.427613
CUST-00220,Frederick and Sons,erinpierce@murray.com,SaaS,United States,growth,SMB,355.68,4268.16,2025-01-16,False,,2025-01-16,2026-06-29T14:45:53.428095
CUST-00221,Fuentes Group,ttaylor@king.biz,Consulting,Australia,business,Mid-Market,864.35,10372.2,2026-06-09,True,2026-09-17,2026-06-09,2026-06-29T14:45:53.428390
CUST-00222,Cole PLC,iaguilar@mclean.com,E-commerce,France,growth,SMB,333.55,4002.6,2025-02-03,False,,2025-02-03,2026-06-29T14:45:53.428816
CUST-00223,"Woodard, Herrera and Little",rodriguezjohn@kelly.biz,Education,Canada,growth,SMB,414.46,4973.52,2025-01-07,False,,2025-01-07,2026-06-29T14:45:53.429436
CUST-00224,Rodriguez-Garcia,williamstone@watts.info,Fintech,Kenya,growth,SMB,315.09,3781.08,2024-11-25,False,,2024-11-25,2026-06-29T14:45:53.429998
CUST-00225,"Vaughn, Hernandez and Cuevas",agarcia@wilson.com,E-commerce,South Africa,starter,SMB,38.23,458.76,2026-05-19,False,,2026-05-19,2026-06-29T14:45:53.430438
CUST-00226,Cooper-Mueller,gbailey@bowen-chavez.com,Healthcare,India,business,Mid-Market,522.67,6272.04,2024-12-21,False,,2024-12-21,2026-06-29T14:45:53.430870
CUST-00227,Patrick Inc,sweeneydeborah@marsh.net,Legal,Singapore,enterprise,Enterprise,6207.68,74492.16,2024-10-07,False,,2024-10-07,2026-06-29T14:45:53.431364
CUST-00228,"Moore, Castro and Mullen",laurensoto@davidson.biz,Manufacturing,Australia,business,Mid-Market,1268.86,15226.32,2024-03-26,True,2026-01-14,2024-03-26,2026-06-29T14:45:53.431911
CUST-00229,"Mendez, Gonzalez and Vargas",nsmith@ramirez.com,Manufacturing,Germany,starter,SMB,79.91,958.92,2023-08-13,False,,2023-08-13,2026-06-29T14:45:53.432359
CUST-00230,Lloyd PLC,michaelgonzalez@baker.net,Legal,Netherlands,enterprise,Enterprise,7145.73,85748.76,2025-12-11,True,2027-03-22,2025-12-11,2026-06-29T14:45:53.432708
CUST-00231,Harper-Carr,baileymegan@thompson.org,Fintech,United Kingdom,starter,SMB,63.32,759.84,2026-03-17,False,,2026-03-17,2026-06-29T14:45:53.433264
CUST-00232,Powers LLC,allendaryl@steele-dixon.biz,Education,South Africa,business,Mid-Market,1411.45,16937.4,2025-12-31,True,2027-11-09,2025-12-31,2026-06-29T14:45:53.433683
CUST-00233,Andrews Group,tommymedina@arias.com,Education,Singapore,business,Mid-Market,1070.36,12844.32,2026-01-10,False,,2026-01-10,2026-06-29T14:45:53.434176
CUST-00234,Edwards Group,glennstephanie@taylor-ochoa.net,Manufacturing,India,enterprise,Enterprise,2792.43,33509.16,2024-02-01,False,,2024-02-01,2026-06-29T14:45:53.434607
CUST-00235,"Simpson, Cohen and Perry",fburns@johnson.com,Marketing,France,growth,SMB,271.03,3252.36,2025-08-22,False,,2025-08-22,2026-06-29T14:45:53.435175
CUST-00236,"Roberts, Norman and Cunningham",hdunn@wilson.com,Real Estate,Netherlands,enterprise,Enterprise,5188.84,62266.08,2024-06-12,False,,2024-06-12,2026-06-29T14:45:53.435747
CUST-00237,Wolf Group,veronicagarcia@potter.info,Healthcare,Kenya,business,Mid-Market,1496.66,17959.92,2025-10-18,False,,2025-10-18,2026-06-29T14:45:53.436241
CUST-00238,Atkins-Miller,rowejoel@matthews.biz,Fintech,Netherlands,enterprise,Enterprise,2536.07,30432.84,2024-08-10,False,,2024-08-10,2026-06-29T14:45:53.436809
CUST-00239,"Taylor, Clark and Clark",hudsonamanda@ryan.com,Healthcare,Nigeria,starter,SMB,81.12,973.44,2024-03-12,False,,2024-03-12,2026-06-29T14:45:53.437439
CUST-00240,Farley-Robertson,taylorkaren@sellers-riddle.com,Real Estate,Kenya,starter,SMB,70.05,840.6,2025-12-04,False,,2025-12-04,2026-06-29T14:45:53.437926
CUST-00241,Wright Ltd,maria67@ray.biz,Marketing,India,starter,SMB,57.76,693.12,2026-06-22,False,,2026-06-22,2026-06-29T14:45:53.438209
CUST-00242,Jones-Norton,powellkara@mayer.com,Real Estate,United Kingdom,starter,SMB,96.79,1161.48,2025-01-31,False,,2025-01-31,2026-06-29T14:45:53.438775
CUST-00243,Melton Ltd,simonstephen@terry.biz,Fintech,France,growth,SMB,160.89,1930.68,2025-12-19,False,,2025-12-19,2026-06-29T14:45:53.439281
CUST-00244,Summers-Simpson,maria58@anderson.com,E-commerce,Netherlands,business,Mid-Market,671.33,8055.96,2024-06-01,False,,2024-06-01,2026-06-29T14:45:53.439758
CUST-00245,Sims Group,martinezmia@bryant-braun.biz,Education,United States,starter,SMB,71.63,859.56,2023-09-08,False,,2023-09-08,2026-06-29T14:45:53.440186
CUST-00246,"Blankenship, Khan and Turner",clarence54@watson.com,Real Estate,France,growth,SMB,208.31,2499.72,2024-05-08,False,,2024-05-08,2026-06-29T14:45:53.440618
CUST-00247,Garrett-Barber,rubendavis@smith.com,Marketing,United Kingdom,starter,SMB,41.7,500.4,2023-09-17,True,2024-03-10,2023-09-17,2026-06-29T14:45:53.441034
CUST-00248,"Perez, Frazier and Smith",lisa62@jones-reyes.com,Marketing,Netherlands,starter,SMB,35.42,425.04,2024-01-21,False,,2024-01-21,2026-06-29T14:45:53.441539
CUST-00249,Richardson-Evans,wayala@may.com,Real Estate,South Africa,enterprise,Enterprise,4726.17,56714.04,2023-12-06,False,,2023-12-06,2026-06-29T14:45:53.441898
CUST-00250,"Elliott, Bishop and Martin",jennifer26@parks.com,Consulting,United States,starter,SMB,90.83,1089.96,2023-10-13,False,,2023-10-13,2026-06-29T14:45:53.442464
CUST-00251,Lawrence Group,sylvia52@hill.com,Legal,South Africa,starter,SMB,48.05,576.6,2024-02-01,False,,2024-02-01,2026-06-29T14:45:53.442745
CUST-00252,"Greene, Lawson and Maxwell",abbottdominique@harris-lawson.com,Manufacturing,United Kingdom,enterprise,Enterprise,5312.47,63749.64,2025-11-04,False,,2025-11-04,2026-06-29T14:45:53.443321
CUST-00253,Lucas-Bowers,troyrodriguez@little-jones.com,Consulting,Singapore,business,Mid-Market,1143.87,13726.44,2025-02-26,False,,2025-02-26,2026-06-29T14:45:53.443812
CUST-00254,Anderson-Valencia,rdiaz@farmer.com,Consulting,United States,business,Mid-Market,567.13,6805.56,2025-01-09,False,,2025-01-09,2026-06-29T14:45:53.444182
CUST-00255,Smith and Sons,livingstonstacy@hunter-fuller.net,Healthcare,Germany,starter,SMB,43.31,519.72,2025-12-27,False,,2025-12-27,2026-06-29T14:45:53.444598
CUST-00256,Miles-Miller,joshuacollins@mccall.com,Marketing,Canada,business,Mid-Market,991.18,11894.16,2025-04-04,True,2025-09-13,2025-04-04,2026-06-29T14:45:53.445156
CUST-00257,"Walters, Davenport and Becker",collinssamuel@brown.biz,Manufacturing,Kenya,enterprise,Enterprise,6259.66,75115.92,2025-02-24,False,,2025-02-24,2026-06-29T14:45:53.445644
CUST-00258,Salazar-Brown,davidzimmerman@smith.net,SaaS,Netherlands,business,Mid-Market,607.11,7285.32,2023-12-26,False,,2023-12-26,2026-06-29T14:45:53.446199
CUST-00259,Watson Ltd,jessica10@roman-nelson.com,Real Estate,South Africa,starter,SMB,61.18,734.16,2024-08-04,True,2025-11-16,2024-08-04,2026-06-29T14:45:53.446551
CUST-00260,"Proctor, Burton and Crawford",brian92@moore-ayala.org,Fintech,Netherlands,enterprise,Enterprise,7674.99,92099.88,2024-08-10,False,,2024-08-10,2026-06-29T14:45:53.447032
CUST-00261,"Wilson, Yang and Smith",sanchezthomas@mora-white.com,Consulting,Singapore,starter,SMB,96.63,1159.56,2026-05-11,False,,2026-05-11,2026-06-29T14:45:53.447714
CUST-00262,"Yang, Barnes and Morris",umoon@mckenzie-duncan.com,E-commerce,Netherlands,business,Mid-Market,631.19,7574.28,2025-11-03,False,,2025-11-03,2026-06-29T14:45:53.448267
CUST-00263,"Winters, White and Brock",finleycasey@cline-ayala.com,Education,India,enterprise,Enterprise,6190.7,74288.4,2025-08-16,False,,2025-08-16,2026-06-29T14:45:53.448822
CUST-00264,Tran Inc,james94@dean.info,Fintech,Nigeria,business,Mid-Market,831.36,9976.32,2024-11-18,False,,2024-11-18,2026-06-29T14:45:53.449247
CUST-00265,"Mccullough, Hodges and Sanchez",randolphandrew@reed.com,Real Estate,France,starter,SMB,66.14,793.68,2024-04-27,False,,2024-04-27,2026-06-29T14:45:53.449880
CUST-00266,"Bennett, Rojas and Parker",alyssaallen@woodward-kaufman.com,E-commerce,Canada,growth,SMB,193.51,2322.12,2023-07-01,True,2025-04-07,2023-07-01,2026-06-29T14:45:53.450544
CUST-00267,Williams and Sons,xhaynes@villegas-miller.com,Healthcare,Kenya,growth,SMB,403.09,4837.08,2024-09-05,False,,2024-09-05,2026-06-29T14:45:53.451066
CUST-00268,Walsh Group,vargasbryan@brandt.com,Consulting,Singapore,enterprise,Enterprise,5710.62,68527.44,2025-08-22,False,,2025-08-22,2026-06-29T14:45:53.451560
CUST-00269,"Decker, Nguyen and Chavez",charlesharris@rodriguez.com,Healthcare,Singapore,business,Mid-Market,1795.37,21544.44,2025-02-28,False,,2025-02-28,2026-06-29T14:45:53.452190
CUST-00270,Herrera and Sons,qparker@davis.com,Education,South Africa,starter,SMB,61.82,741.84,2025-03-21,False,,2025-03-21,2026-06-29T14:45:53.452485
CUST-00271,"Morrison, Lewis and Gates",christopherwright@foster-williams.com,Legal,Singapore,starter,SMB,53.64,643.68,2026-06-27,True,2026-09-03,2026-06-27,2026-06-29T14:45:53.453037
CUST-00272,Johnson Group,jhawkins@davis.com,Fintech,South Africa,starter,SMB,54.81,657.72,2024-08-06,False,,2024-08-06,2026-06-29T14:45:53.453329
CUST-00273,Brown and Sons,jamesmorales@mccoy.com,SaaS,Singapore,enterprise,Enterprise,5700.69,68408.28,2024-01-03,False,,2024-01-03,2026-06-29T14:45:53.453809
CUST-00274,Osborn and Sons,flamb@martinez-dunlap.com,Healthcare,United States,growth,SMB,227.61,2731.32,2023-10-23,False,,2023-10-23,2026-06-29T14:45:53.454179
CUST-00275,"Hamilton, Ramsey and Crawford",lvega@lewis-lopez.com,Real Estate,India,enterprise,Enterprise,2827.02,33924.24,2024-03-15,False,,2024-03-15,2026-06-29T14:45:53.454686
CUST-00276,Johnson PLC,deborahporter@mendoza.biz,E-commerce,India,starter,SMB,64.32,771.84,2025-05-21,False,,2025-05-21,2026-06-29T14:45:53.455180
CUST-00277,"Wilkerson, Fox and Mccoy",mayokimberly@castillo-harrington.com,Consulting,Canada,enterprise,Enterprise,9926.89,119122.68,2024-05-03,False,,2024-05-03,2026-06-29T14:45:53.455741
CUST-00278,"Morris, Nelson and Johnson",anthonycochran@brown-frey.net,Marketing,France,business,Mid-Market,1058.28,12699.36,2025-11-23,False,,2025-11-23,2026-06-29T14:45:53.456298
CUST-00279,"Key, Dickson and Garcia",josephvelasquez@brown.biz,Fintech,France,starter,SMB,84.25,1011.0,2025-01-04,False,,2025-01-04,2026-06-29T14:45:53.456922
CUST-00280,Thompson PLC,linda59@warner.org,Education,India,starter,SMB,68.06,816.72,2024-12-31,False,,2024-12-31,2026-06-29T14:45:53.457201
CUST-00281,Hart and Sons,lweaver@johnson-brown.org,Healthcare,France,growth,SMB,232.34,2788.08,2025-11-20,False,,2025-11-20,2026-06-29T14:45:53.457565
CUST-00282,Fox Inc,samantha32@love-sellers.com,Marketing,Canada,business,Mid-Market,1950.54,23406.48,2024-06-02,False,,2024-06-02,2026-06-29T14:45:53.457913
CUST-00283,Hernandez Ltd,kimmathis@yu-brooks.biz,Real Estate,Canada,starter,SMB,50.67,608.04,2023-09-29,False,,2023-09-29,2026-06-29T14:45:53.458335
CUST-00284,Rogers LLC,theresaoconnor@conner-yu.com,Real Estate,United States,starter,SMB,74.22,890.64,2025-12-25,False,,2025-12-25,2026-06-29T14:45:53.458783
CUST-00285,"Novak, Steele and Mcfarland",jeffrey92@parker-barker.com,Real Estate,Singapore,business,Mid-Market,962.3,11547.6,2024-03-25,False,,2024-03-25,2026-06-29T14:45:53.459334
CUST-00286,"Smith, Miles and Berry",whitelucas@walker.com,Fintech,Germany,growth,SMB,189.62,2275.44,2024-03-31,True,2026-09-11,2024-03-31,2026-06-29T14:45:53.459973
CUST-00287,"Miller, Reed and Flores",underwoodelizabeth@tanner.com,Manufacturing,United States,starter,SMB,64.54,774.48,2024-11-24,False,,2024-11-24,2026-06-29T14:45:53.460622
CUST-00288,Bell Inc,williamssamuel@costa-wilkerson.info,Consulting,Netherlands,business,Mid-Market,1813.59,21763.08,2026-06-09,False,,2026-06-09,2026-06-29T14:45:53.461037
CUST-00289,Payne-Garcia,kkramer@chang.com,Consulting,Canada,growth,SMB,163.9,1966.8,2025-02-06,False,,2025-02-06,2026-06-29T14:45:53.461539
CUST-00290,Flores Inc,petersonpamela@dennis.com,E-commerce,Singapore,enterprise,Enterprise,2348.54,28182.48,2024-09-29,False,,2024-09-29,2026-06-29T14:45:53.461884
CUST-00291,"Galloway, Barry and Bush",kdunlap@preston.com,E-commerce,Nigeria,business,Mid-Market,1627.59,19531.08,2024-12-04,False,,2024-12-04,2026-06-29T14:45:53.462466
CUST-00292,Terry-Bowen,donna43@williams.net,Legal,Australia,growth,SMB,222.79,2673.48,2024-04-19,False,,2024-04-19,2026-06-29T14:45:53.462811
CUST-00293,Brown Inc,qmiller@greene.com,Legal,Singapore,business,Mid-Market,1516.46,18197.52,2025-07-30,False,,2025-07-30,2026-06-29T14:45:53.463241
CUST-00294,Rowland-Wells,parkerraymond@jacobson-baker.net,Marketing,Canada,business,Mid-Market,1666.19,19994.28,2026-03-16,False,,2026-03-16,2026-06-29T14:45:53.463793
CUST-00295,Watson Group,jacob04@marshall-perez.com,Education,United States,growth,SMB,419.5,5034.0,2025-02-20,True,2027-01-07,2025-02-20,2026-06-29T14:45:53.464151
CUST-00296,Hernandez Ltd,millermaurice@gutierrez.com,Fintech,India,enterprise,Enterprise,8991.94,107903.28,2025-11-21,False,,2025-11-21,2026-06-29T14:45:53.464633
CUST-00297,"Barnes, Nichols and Camacho",parmstrong@evans-foster.com,Education,Singapore,starter,SMB,48.95,587.4,2025-02-19,False,,2025-02-19,2026-06-29T14:45:53.465139
CUST-00298,"Lester, Mcbride and Byrd",davidtodd@rush.com,E-commerce,Singapore,growth,SMB,431.42,5177.04,2025-08-16,True,2026-09-07,2025-08-16,2026-06-29T14:45:53.465639
CUST-00299,Williams Inc,oharris@flowers.com,Real Estate,Australia,starter,SMB,58.04,696.48,2024-04-23,False,,2024-04-23,2026-06-29T14:45:53.465928
CUST-00300,Hughes Group,melissa87@buchanan.org,SaaS,France,enterprise,Enterprise,9955.2,119462.4,2023-10-11,False,,2023-10-11,2026-06-29T14:45:53.466206
CUST-00301,Rodriguez-Hernandez,buckleyanna@floyd.com,Healthcare,Canada,starter,SMB,87.74,1052.88,2025-09-17,False,,2025-09-17,2026-06-29T14:45:53.466618
CUST-00302,Reyes-Washington,rjohnson@thomas-franklin.biz,Healthcare,India,starter,SMB,49.08,588.96,2025-03-28,False,,2025-03-28,2026-06-29T14:45:53.467045
