response_id,customer_id,score,category,comment,submitted_at,created_at
NPS-0000483,CUST-00249,10,Promoter,Best tool we've used. Highly recommend.,2026-06-08T10:09:50,2026-06-08T10:09:50
NPS-0000484,CUST-00249,8,Passive,Getting better with each update.,2026-04-09T07:57:31,2026-04-09T07:57:31
NPS-0000485,CUST-00250,8,Passive,Works well most of the time.,2026-05-06T02:45:58,2026-05-06T02:45:58
NPS-0000486,CUST-00250,8,Passive,Good product but missing some features.,2026-05-05T05:27:43,2026-05-05T05:27:43
NPS-0000487,CUST-00250,9,Promoter,Saves us hours every week. Worth every penny.,2026-05-02T02:21:50,2026-05-02T02:21:50
NPS-0000488,CUST-00251,8,Passive,Getting better with each update.,2026-05-22T11:49:41,2026-05-22T11:49:41
NPS-0000489,CUST-00252,10,Promoter,Love the product! Changed how we work.,2026-06-23T00:50:56,2026-06-23T00:50:56
NPS-0000490,CUST-00253,6,Detractor,Too many bugs lately.,2026-05-19T00:43:21,2026-05-19T00:43:21
NPS-0000491,CUST-00253,10,Promoter,Saves us hours every week. Worth every penny.,2026-04-05T20:55:19,2026-04-05T20:55:19
NPS-0000492,CUST-00254,6,Detractor,Considering switching to a competitor.,2026-06-17T16:09:33,2026-06-17T16:09:33
NPS-0000493,CUST-00254,8,Passive,Support could be faster.,2026-05-27T16:20:45,2026-05-27T16:20:45
NPS-0000494,CUST-00254,4,Detractor,Too many bugs lately.,2026-04-26T12:23:44,2026-04-26T12:23:44
NPS-0000495,CUST-00255,1,Detractor,Considering switching to a competitor.,2026-06-01T04:12:45,2026-06-01T04:12:45
NPS-0000496,CUST-00255,7,Passive,Support could be faster.,2026-06-07T09:50:35,2026-06-07T09:50:35
NPS-0000497,CUST-00256,9,Promoter,Love the product! Changed how we work.,2026-04-05T16:42:01,2026-04-05T16:42:01
NPS-0000498,CUST-00256,0,Detractor,Data sync issues are frustrating.,2026-04-27T03:47:50,2026-04-27T03:47:50
NPS-0000499,CUST-00256,0,Detractor,Had major outages last month.,2026-04-15T08:41:16,2026-04-15T08:41:16
NPS-0000500,CUST-00257,6,Detractor,Too expensive for what it offers.,2026-04-15T09:40:59,2026-04-15T09:40:59
NPS-0000501,CUST-00257,10,Promoter,Incredible support team. Very responsive.,2026-06-26T13:06:41,2026-06-26T13:06:41
NPS-0000502,CUST-00257,10,Promoter,Saves us hours every week. Worth every penny.,2026-06-02T11:51:25,2026-06-02T11:51:25
NPS-0000503,CUST-00258,7,Passive,Getting better with each update.,2026-06-19T00:25:37,2026-06-19T00:25:37
NPS-0000504,CUST-00258,10,Promoter,Saves us hours every week. Worth every penny.,2026-06-06T07:46:28,2026-06-06T07:46:28
NPS-0000505,CUST-00259,3,Detractor,Support takes too long to respond.,2026-06-05T03:52:28,2026-06-05T03:52:28
NPS-0000506,CUST-00259,8,Passive,Support could be faster.,2026-04-29T15:50:52,2026-04-29T15:50:52
NPS-0000507,CUST-00259,4,Detractor,Had major outages last month.,2026-05-03T17:05:52,2026-05-03T17:05:52
NPS-0000508,CUST-00260,9,Promoter,Game changer for our analytics workflow.,2026-05-08T19:09:19,2026-05-08T19:09:19
NPS-0000509,CUST-00260,8,Passive,Getting better with each update.,2026-04-30T06:44:54,2026-04-30T06:44:54
NPS-0000510,CUST-00261,5,Detractor,Considering switching to a competitor.,2026-04-07T12:41:31,2026-04-07T12:41:31
NPS-0000511,CUST-00261,10,Promoter,Best tool we've used. Highly recommend.,2026-04-08T06:08:40,2026-04-08T06:08:40
NPS-0000512,CUST-00262,1,Detractor,Data sync issues are frustrating.,2026-05-28T06:15:47,2026-05-28T06:15:47
NPS-0000513,CUST-00262,0,Detractor,Data sync issues are frustrating.,2026-05-30T20:59:17,2026-05-30T20:59:17
NPS-0000514,CUST-00262,9,Promoter,Love the product! Changed how we work.,2026-04-15T18:54:12,2026-04-15T18:54:12
NPS-0000515,CUST-00263,7,Passive,Support could be faster.,2026-05-06T16:02:38,2026-05-06T16:02:38
NPS-0000516,CUST-00264,6,Detractor,Too many bugs lately.,2026-06-18T13:13:29,2026-06-18T13:13:29
NPS-0000517,CUST-00264,6,Detractor,Considering switching to a competitor.,2026-05-06T18:12:05,2026-05-06T18:12:05
NPS-0000518,CUST-00265,6,Detractor,Too many bugs lately.,2026-06-22T17:02:46,2026-06-22T17:02:46
NPS-0000519,CUST-00266,2,Detractor,Had major outages last month.,2026-04-09T02:53:42,2026-04-09T02:53:42
NPS-0000520,CUST-00266,0,Detractor,Too many bugs lately.,2026-04-13T09:24:35,2026-04-13T09:24:35
NPS-0000521,CUST-00267,7,Passive,Works well most of the time.,2026-05-01T18:09:07,2026-05-01T18:09:07
NPS-0000522,CUST-00267,4,Detractor,Too many bugs lately.,2026-04-23T04:41:49,2026-04-23T04:41:49
NPS-0000523,CUST-00268,9,Promoter,Best tool we've used. Highly recommend.,2026-05-20T04:46:01,2026-05-20T04:46:01
NPS-0000524,CUST-00269,9,Promoter,Incredible support team. Very responsive.,2026-06-17T08:43:55,2026-06-17T08:43:55
NPS-0000525,CUST-00269,7,Passive,Support could be faster.,2026-06-18T12:24:27,2026-06-18T12:24:27
NPS-0000526,CUST-00269,1,Detractor,Data sync issues are frustrating.,2026-04-04T01:42:27,2026-04-04T01:42:27
NPS-0000527,CUST-00270,10,Promoter,Best tool we've used. Highly recommend.,2026-05-17T19:57:47,2026-05-17T19:57:47
NPS-0000528,CUST-00271,4,Detractor,Had major outages last month.,2026-06-14T10:37:05,2026-06-14T10:37:05
NPS-0000529,CUST-00272,10,Promoter,Love the product! Changed how we work.,2026-05-20T19:10:09,2026-05-20T19:10:09
NPS-0000530,CUST-00272,8,Passive,Decent value for money.,2026-04-07T22:23:19,2026-04-07T22:23:19
NPS-0000531,CUST-00272,8,Passive,Good product but missing some features.,2026-05-27T13:08:22,2026-05-27T13:08:22
NPS-0000532,CUST-00273,8,Passive,Works well most of the time.,2026-04-09T11:07:28,2026-04-09T11:07:28
NPS-0000533,CUST-00273,6,Detractor,Support takes too long to respond.,2026-06-21T14:33:04,2026-06-21T14:33:04
NPS-0000534,CUST-00273,6,Detractor,Support takes too long to respond.,2026-04-24T20:04:03,2026-04-24T20:04:03
NPS-0000535,CUST-00274,10,Promoter,Love the product! Changed how we work.,2026-06-19T10:51:23,2026-06-19T10:51:23
NPS-0000536,CUST-00275,9,Promoter,Saves us hours every week. Worth every penny.,2026-06-10T18:13:25,2026-06-10T18:13:25
NPS-0000537,CUST-00275,7,Passive,Getting better with each update.,2026-06-25T15:07:35,2026-06-25T15:07:35
NPS-0000538,CUST-00275,9,Promoter,Game changer for our analytics workflow.,2026-05-04T03:16:54,2026-05-04T03:16:54
NPS-0000539,CUST-00276,5,Detractor,Considering switching to a competitor.,2026-06-27T07:53:14,2026-06-27T07:53:14
NPS-0000540,CUST-00277,7,Passive,Decent value for money.,2026-04-02T16:27:06,2026-04-02T16:27:06
NPS-0000541,CUST-00277,0,Detractor,Data sync issues are frustrating.,2026-05-04T12:41:20,2026-05-04T12:41:20
NPS-0000542,CUST-00277,9,Promoter,Incredible support team. Very responsive.,2026-06-09T01:59:51,2026-06-09T01:59:51
NPS-0000543,CUST-00278,10,Promoter,Game changer for our analytics workflow.,2026-06-11T17:54:14,2026-06-11T17:54:14
NPS-0000544,CUST-00279,7,Passive,Decent value for money.,2026-04-22T06:53:42,2026-04-22T06:53:42
NPS-0000545,CUST-00280,8,Passive,Decent value for money.,2026-06-10T09:59:19,2026-06-10T09:59:19
NPS-0000546,CUST-00280,8,Passive,Getting better with each update.,2026-06-06T11:17:05,2026-06-06T11:17:05
NPS-0000547,CUST-00280,9,Promoter,Love the product! Changed how we work.,2026-04-30T17:15:43,2026-04-30T17:15:43
NPS-0000548,CUST-00281,5,Detractor,Too expensive for what it offers.,2026-05-29T23:03:44,2026-05-29T23:03:44
NPS-0000549,CUST-00282,9,Promoter,Saves us hours every week. Worth every penny.,2026-04-25T06:27:54,2026-04-25T06:27:54
NPS-0000550,CUST-00282,4,Detractor,Data sync issues are frustrating.,2026-06-13T14:34:17,2026-06-13T14:34:17
NPS-0000551,CUST-00282,4,Detractor,Too expensive for what it offers.,2026-04-07T06:06:35,2026-04-07T06:06:35
NPS-0000552,CUST-00283,6,Detractor,Had major outages last month.,2026-05-30T11:14:57,2026-05-30T11:14:57
NPS-0000553,CUST-00284,6,Detractor,Too expensive for what it offers.,2026-06-08T20:03:52,2026-06-08T20:03:52
NPS-0000554,CUST-00284,5,Detractor,Too many bugs lately.,2026-06-24T12:28:10,2026-06-24T12:28:10
NPS-0000555,CUST-00285,6,Detractor,Support takes too long to respond.,2026-05-16T06:59:17,2026-05-16T06:59:17
NPS-0000556,CUST-00285,8,Passive,Decent value for money.,2026-04-11T07:15:46,2026-04-11T07:15:46
NPS-0000557,CUST-00285,10,Promoter,Game changer for our analytics workflow.,2026-05-02T23:08:18,2026-05-02T23:08:18
NPS-0000558,CUST-00286,0,Detractor,Considering switching to a competitor.,2026-06-06T19:15:40,2026-06-06T19:15:40
NPS-0000559,CUST-00287,10,Promoter,Incredible support team. Very responsive.,2026-05-18T21:21:28,2026-05-18T21:21:28
NPS-0000560,CUST-00288,9,Promoter,Game changer for our analytics workflow.,2026-06-22T22:48:11,2026-06-22T22:48:11
NPS-0000561,CUST-00289,10,Promoter,Best tool we've used. Highly recommend.,2026-06-13T01:25:35,2026-06-13T01:25:35
NPS-0000562,CUST-00289,10,Promoter,Incredible support team. Very responsive.,2026-05-01T02:34:46,2026-05-01T02:34:46
NPS-0000563,CUST-00289,4,Detractor,Had major outages last month.,2026-05-05T08:50:06,2026-05-05T08:50:06
NPS-0000564,CUST-00290,5,Detractor,Considering switching to a competitor.,2026-05-18T18:56:48,2026-05-18T18:56:48
NPS-0000565,CUST-00290,6,Detractor,Data sync issues are frustrating.,2026-04-12T09:21:49,2026-04-12T09:21:49
NPS-0000566,CUST-00291,8,Passive,Good product but missing some features.,2026-06-26T10:15:29,2026-06-26T10:15:29
NPS-0000567,CUST-00292,9,Promoter,Incredible support team. Very responsive.,2026-05-08T16:58:07,2026-05-08T16:58:07
NPS-0000568,CUST-00293,10,Promoter,Incredible support team. Very responsive.,2026-05-12T13:58:03,2026-05-12T13:58:03
NPS-0000569,CUST-00294,5,Detractor,Too many bugs lately.,2026-06-17T01:10:34,2026-06-17T01:10:34
NPS-0000570,CUST-00294,10,Promoter,Saves us hours every week. Worth every penny.,2026-04-23T00:08:20,2026-04-23T00:08:20
NPS-0000571,CUST-00295,5,Detractor,Support takes too long to respond.,2026-04-17T11:28:02,2026-04-17T11:28:02
NPS-0000572,CUST-00296,9,Promoter,Saves us hours every week. Worth every penny.,2026-05-20T14:38:44,2026-05-20T14:38:44
NPS-0000573,CUST-00296,10,Promoter,Incredible support team. Very responsive.,2026-05-31T22:58:41,2026-05-31T22:58:41
NPS-0000574,CUST-00297,1,Detractor,Data sync issues are frustrating.,2026-06-02T16:26:07,2026-06-02T16:26:07
NPS-0000575,CUST-00297,4,Detractor,Had major outages last month.,2026-04-13T09:05:43,2026-04-13T09:05:43
NPS-0000576,CUST-00297,7,Passive,Good product but missing some features.,2026-04-27T13:46:49,2026-04-27T13:46:49
NPS-0000577,CUST-00298,8,Passive,Decent value for money.,2026-05-10T09:09:31,2026-05-10T09:09:31
NPS-0000578,CUST-00298,1,Detractor,Had major outages last month.,2026-04-24T12:03:49,2026-04-24T12:03:49
NPS-0000579,CUST-00298,4,Detractor,Considering switching to a competitor.,2026-04-02T07:25:45,2026-04-02T07:25:45
NPS-0000580,CUST-00299,4,Detractor,Too expensive for what it offers.,2026-06-21T03:52:03,2026-06-21T03:52:03
NPS-0000581,CUST-00299,8,Passive,Decent value for money.,2026-06-15T17:14:05,2026-06-15T17:14:05
NPS-0000582,CUST-00300,7,Passive,Decent value for money.,2026-05-12T10:06:03,2026-05-12T10:06:03
NPS-0000583,CUST-00301,8,Passive,Support could be faster.,2026-04-12T07:08:44,2026-04-12T07:08:44
NPS-0000584,CUST-00301,5,Detractor,Support takes too long to respond.,2026-06-11T22:41:58,2026-06-11T22:41:58
NPS-0000585,CUST-00301,5,Detractor,Had major outages last month.,2026-05-10T11:20:37,2026-05-10T11:20:37
NPS-0000586,CUST-00302,10,Promoter,Saves us hours every week. Worth every penny.,2026-04-13T15:18:35,2026-04-13T15:18:35
NPS-0000587,CUST-00302,9,Promoter,Love the product! Changed how we work.,2026-06-21T16:38:15,2026-06-21T16:38:15
NPS-0000588,CUST-00302,9,Promoter,Incredible support team. Very responsive.,2026-06-22T08:14:44,2026-06-22T08:14:44
NPS-0000589,CUST-00303,0,Detractor,Considering switching to a competitor.,2026-04-07T20:12:42,2026-04-07T20:12:42
NPS-0000590,CUST-00303,1,Detractor,Too many bugs lately.,2026-06-04T19:07:49,2026-06-04T19:07:49
NPS-0000591,CUST-00304,6,Detractor,Too many bugs lately.,2026-06-04T15:05:05,2026-06-04T15:05:05
NPS-0000592,CUST-00304,7,Passive,Support could be faster.,2026-06-24T08:05:37,2026-06-24T08:05:37
NPS-0000593,CUST-00305,6,Detractor,Too many bugs lately.,2026-05-22T16:46:50,2026-05-22T16:46:50
NPS-0000594,CUST-00305,8,Passive,Getting better with each update.,2026-06-03T10:00:01,2026-06-03T10:00:01
NPS-0000595,CUST-00306,10,Promoter,Saves us hours every week. Worth every penny.,2026-05-06T00:32:39,2026-05-06T00:32:39
NPS-0000596,CUST-00307,8,Passive,Works well most of the time.,2026-06-26T04:45:39,2026-06-26T04:45:39
NPS-0000597,CUST-00308,8,Passive,Good product but missing some features.,2026-06-09T03:26:50,2026-06-09T03:26:50
NPS-0000598,CUST-00308,6,Detractor,Too expensive for what it offers.,2026-05-12T14:44:33,2026-05-12T14:44:33
NPS-0000599,CUST-00308,0,Detractor,Support takes too long to respond.,2026-04-23T16:03:34,2026-04-23T16:03:34
NPS-0000600,CUST-00309,9,Promoter,Game changer for our analytics workflow.,2026-05-01T06:58:08,2026-05-01T06:58:08
NPS-0000601,CUST-00309,7,Passive,Good product but missing some features.,2026-04-13T09:00:27,2026-04-13T09:00:27
NPS-0000602,CUST-00310,1,Detractor,Considering switching to a competitor.,2026-04-01T12:20:31,2026-04-01T12:20:31
NPS-0000603,CUST-00310,6,Detractor,Had major outages last month.,2026-06-24T11:20:19,2026-06-24T11:20:19
NPS-0000604,CUST-00310,1,Detractor,Considering switching to a competitor.,2026-06-15T06:12:45,2026-06-15T06:12:45
NPS-0000605,CUST-00311,0,Detractor,Data sync issues are frustrating.,2026-03-31T16:34:37,2026-03-31T16:34:37
NPS-0000606,CUST-00311,9,Promoter,Best tool we've used. Highly recommend.,2026-05-15T02:27:21,2026-05-15T02:27:21
NPS-0000607,CUST-00312,7,Passive,Works well most of the time.,2026-05-12T22:17:58,2026-05-12T22:17:58
NPS-0000608,CUST-00313,8,Passive,Decent value for money.,2026-04-07T17:14:19,2026-04-07T17:14:19
NPS-0000609,CUST-00314,8,Passive,Works well most of the time.,2026-04-30T23:19:18,2026-04-30T23:19:18
NPS-0000610,CUST-00314,2,Detractor,Had major outages last month.,2026-04-04T15:33:14,2026-04-04T15:33:14
NPS-0000611,CUST-00315,6,Detractor,Support takes too long to respond.,2026-04-28T16:33:53,2026-04-28T16:33:53
NPS-0000612,CUST-00315,10,Promoter,Incredible support team. Very responsive.,2026-04-15T13:14:55,2026-04-15T13:14:55
NPS-0000613,CUST-00316,1,Detractor,Had major outages last month.,2026-04-05T22:18:39,2026-04-05T22:18:39
NPS-0000614,CUST-00316,1,Detractor,Too expensive for what it offers.,2026-05-01T03:21:22,2026-05-01T03:21:22
NPS-0000615,CUST-00316,8,Passive,Decent value for money.,2026-05-29T13:26:45,2026-05-29T13:26:45
NPS-0000616,CUST-00317,10,Promoter,Love the product! Changed how we work.,2026-05-25T05:12:09,2026-05-25T05:12:09
NPS-0000617,CUST-00317,10,Promoter,Saves us hours every week. Worth every penny.,2026-06-03T15:35:11,2026-06-03T15:35:11
NPS-0000618,CUST-00318,1,Detractor,Support takes too long to respond.,2026-05-08T00:50:41,2026-05-08T00:50:41
NPS-0000619,CUST-00318,8,Passive,Good product but missing some features.,2026-05-19T06:07:30,2026-05-19T06:07:30
NPS-0000620,CUST-00318,9,Promoter,Best tool we've used. Highly recommend.,2026-06-18T03:07:12,2026-06-18T03:07:12
NPS-0000621,CUST-00319,5,Detractor,Too many bugs lately.,2026-05-05T10:07:59,2026-05-05T10:07:59
NPS-0000622,CUST-00320,5,Detractor,Support takes too long to respond.,2026-06-04T10:29:38,2026-06-04T10:29:38
NPS-0000623,CUST-00321,6,Detractor,Data sync issues are frustrating.,2026-06-02T22:20:40,2026-06-02T22:20:40
NPS-0000624,CUST-00321,10,Promoter,Game changer for our analytics workflow.,2026-05-11T09:30:10,2026-05-11T09:30:10
NPS-0000625,CUST-00321,10,Promoter,Game changer for our analytics workflow.,2026-05-28T10:43:33,2026-05-28T10:43:33
NPS-0000626,CUST-00322,7,Passive,Good product but missing some features.,2026-05-13T20:36:32,2026-05-13T20:36:32
NPS-0000627,CUST-00322,5,Detractor,Data sync issues are frustrating.,2026-05-15T07:59:46,2026-05-15T07:59:46
NPS-0000628,CUST-00322,2,Detractor,Had major outages last month.,2026-06-24T18:56:36,2026-06-24T18:56:36
NPS-0000629,CUST-00323,3,Detractor,Too many bugs lately.,2026-04-08T02:59:58,2026-04-08T02:59:58
NPS-0000630,CUST-00324,2,Detractor,Data sync issues are frustrating.,2026-04-30T07:58:06,2026-04-30T07:58:06
NPS-0000631,CUST-00324,4,Detractor,Data sync issues are frustrating.,2026-04-19T01:08:44,2026-04-19T01:08:44
NPS-0000632,CUST-00325,4,Detractor,Data sync issues are frustrating.,2026-06-06T04:53:20,2026-06-06T04:53:20
NPS-0000633,CUST-00326,1,Detractor,Support takes too long to respond.,2026-04-21T13:33:14,2026-04-21T13:33:14
NPS-0000634,CUST-00327,7,Passive,Getting better with each update.,2026-06-06T20:56:52,2026-06-06T20:56:52
NPS-0000635,CUST-00327,9,Promoter,Game changer for our analytics workflow.,2026-05-11T15:10:05,2026-05-11T15:10:05
NPS-0000636,CUST-00328,6,Detractor,Data sync issues are frustrating.,2026-04-02T22:38:36,2026-04-02T22:38:36
NPS-0000637,CUST-00328,9,Promoter,Saves us hours every week. Worth every penny.,2026-06-28T05:59:21,2026-06-28T05:59:21
NPS-0000638,CUST-00329,10,Promoter,Love the product! Changed how we work.,2026-05-19T15:56:19,2026-05-19T15:56:19
NPS-0000639,CUST-00329,8,Passive,Works well most of the time.,2026-04-04T16:42:46,2026-04-04T16:42:46
NPS-0000640,CUST-00329,6,Detractor,Too expensive for what it offers.,2026-06-11T23:07:28,2026-06-11T23:07:28
NPS-0000641,CUST-00330,1,Detractor,Had major outages last month.,2026-06-13T22:25:28,2026-06-13T22:25:28
NPS-0000642,CUST-00331,8,Passive,Good product but missing some features.,2026-05-28T04:14:04,2026-05-28T04:14:04
NPS-0000643,CUST-00331,2,Detractor,Considering switching to a competitor.,2026-04-04T07:10:49,2026-04-04T07:10:49
NPS-0000644,CUST-00332,5,Detractor,Too expensive for what it offers.,2026-04-11T05:27:59,2026-04-11T05:27:59
NPS-0000645,CUST-00332,10,Promoter,Best tool we've used. Highly recommend.,2026-04-04T21:36:09,2026-04-04T21:36:09
NPS-0000646,CUST-00333,5,Detractor,Had major outages last month.,2026-04-08T06:01:49,2026-04-08T06:01:49
NPS-0000647,CUST-00333,10,Promoter,Incredible support team. Very responsive.,2026-06-28T14:16:38,2026-06-28T14:16:38
NPS-0000648,CUST-00334,9,Promoter,Incredible support team. Very responsive.,2026-04-28T05:46:16,2026-04-28T05:46:16
NPS-0000649,CUST-00334,8,Passive,Support could be faster.,2026-06-13T22:01:30,2026-06-13T22:01:30
NPS-0000650,CUST-00334,4,Detractor,Had major outages last month.,2026-06-12T20:26:22,2026-06-12T20:26:22
NPS-0000651,CUST-00335,9,Promoter,Saves us hours every week. Worth every penny.,2026-05-11T03:50:33,2026-05-11T03:50:33
NPS-0000652,CUST-00336,10,Promoter,Incredible support team. Very responsive.,2026-06-10T18:09:48,2026-06-10T18:09:48
NPS-0000653,CUST-00337,2,Detractor,Data sync issues are frustrating.,2026-04-09T22:34:29,2026-04-09T22:34:29
NPS-0000654,CUST-00337,8,Passive,Getting better with each update.,2026-06-22T02:25:55,2026-06-22T02:25:55
NPS-0000655,CUST-00337,10,Promoter,Game changer for our analytics workflow.,2026-04-05T11:24:22,2026-04-05T11:24:22
NPS-0000656,CUST-00338,4,Detractor,Support takes too long to respond.,2026-06-10T18:02:10,2026-06-10T18:02:10
NPS-0000657,CUST-00339,10,Promoter,Love the product! Changed how we work.,2026-04-21T15:21:54,2026-04-21T15:21:54
NPS-0000658,CUST-00340,3,Detractor,Considering switching to a competitor.,2026-05-28T20:37:39,2026-05-28T20:37:39
NPS-0000659,CUST-00340,10,Promoter,Love the product! Changed how we work.,2026-04-15T01:29:49,2026-04-15T01:29:49
NPS-0000660,CUST-00341,3,Detractor,Too many bugs lately.,2026-05-17T18:16:51,2026-05-17T18:16:51
NPS-0000661,CUST-00341,3,Detractor,Too many bugs lately.,2026-06-20T07:16:28,2026-06-20T07:16:28
NPS-0000662,CUST-00341,8,Passive,Support could be faster.,2026-05-20T11:10:51,2026-05-20T11:10:51
NPS-0000663,CUST-00342,0,Detractor,Too expensive for what it offers.,2026-05-21T12:48:52,2026-05-21T12:48:52
NPS-0000664,CUST-00343,9,Promoter,Best tool we've used. Highly recommend.,2026-05-19T05:48:10,2026-05-19T05:48:10
NPS-0000665,CUST-00343,1,Detractor,Support takes too long to respond.,2026-05-24T17:17:52,2026-05-24T17:17:52
NPS-0000666,CUST-00343,4,Detractor,Data sync issues are frustrating.,2026-04-10T03:30:21,2026-04-10T03:30:21
NPS-0000667,CUST-00344,7,Passive,Support could be faster.,2026-05-22T20:16:35,2026-05-22T20:16:35
NPS-0000668,CUST-00344,1,Detractor,Data sync issues are frustrating.,2026-05-28T06:38:56,2026-05-28T06:38:56
NPS-0000669,CUST-00344,8,Passive,Works well most of the time.,2026-04-20T17:24:11,2026-04-20T17:24:11
NPS-0000670,CUST-00345,5,Detractor,Had major outages last month.,2026-04-04T07:55:58,2026-04-04T07:55:58
NPS-0000671,CUST-00345,1,Detractor,Data sync issues are frustrating.,2026-04-27T21:39:27,2026-04-27T21:39:27
NPS-0000672,CUST-00345,7,Passive,Getting better with each update.,2026-06-17T05:09:12,2026-06-17T05:09:12
NPS-0000673,CUST-00346,6,Detractor,Data sync issues are frustrating.,2026-06-26T14:12:25,2026-06-26T14:12:25
NPS-0000674,CUST-00346,10,Promoter,Love the product! Changed how we work.,2026-05-08T13:15:26,2026-05-08T13:15:26
NPS-0000675,CUST-00347,9,Promoter,Game changer for our analytics workflow.,2026-06-03T08:23:37,2026-06-03T08:23:37
NPS-0000676,CUST-00347,8,Passive,Works well most of the time.,2026-04-11T17:45:37,2026-04-11T17:45:37
NPS-0000677,CUST-00348,10,Promoter,Game changer for our analytics workflow.,2026-05-08T01:55:12,2026-05-08T01:55:12
NPS-0000678,CUST-00348,8,Passive,Getting better with each update.,2026-04-24T05:10:13,2026-04-24T05:10:13
NPS-0000679,CUST-00348,6,Detractor,Had major outages last month.,2026-05-24T11:41:33,2026-05-24T11:41:33
NPS-0000680,CUST-00349,0,Detractor,Support takes too long to respond.,2026-05-21T09:27:13,2026-05-21T09:27:13
NPS-0000681,CUST-00350,8,Passive,Support could be faster.,2026-04-11T16:07:57,2026-04-11T16:07:57
NPS-0000682,CUST-00350,8,Passive,Support could be faster.,2026-05-10T04:37:12,2026-05-10T04:37:12
NPS-0000683,CUST-00350,7,Passive,Decent value for money.,2026-05-19T23:05:30,2026-05-19T23:05:30
NPS-0000684,CUST-00351,4,Detractor,Too many bugs lately.,2026-05-16T13:14:49,2026-05-16T13:14:49
NPS-0000685,CUST-00352,10,Promoter,Incredible support team. Very responsive.,2026-06-08T07:52:47,2026-06-08T07:52:47
NPS-0000686,CUST-00352,8,Passive,Support could be faster.,2026-05-22T14:56:23,2026-05-22T14:56:23
NPS-0000687,CUST-00353,0,Detractor,Considering switching to a competitor.,2026-06-10T20:47:05,2026-06-10T20:47:05
NPS-0000688,CUST-00354,1,Detractor,Too many bugs lately.,2026-05-04T19:43:15,2026-05-04T19:43:15
NPS-0000689,CUST-00354,7,Passive,Works well most of the time.,2026-04-09T05:12:37,2026-04-09T05:12:37
NPS-0000690,CUST-00354,10,Promoter,Love the product! Changed how we work.,2026-05-21T19:47:55,2026-05-21T19:47:55
NPS-0000691,CUST-00355,1,Detractor,Considering switching to a competitor.,2026-06-18T23:13:00,2026-06-18T23:13:00
NPS-0000692,CUST-00356,9,Promoter,Best tool we've used. Highly recommend.,2026-06-06T03:03:17,2026-06-06T03:03:17
NPS-0000693,CUST-00357,10,Promoter,Saves us hours every week. Worth every penny.,2026-05-04T21:50:02,2026-05-04T21:50:02
NPS-0000694,CUST-00357,8,Passive,Getting better with each update.,2026-05-11T10:31:17,2026-05-11T10:31:17
NPS-0000695,CUST-00358,8,Passive,Works well most of the time.,2026-05-28T11:16:50,2026-05-28T11:16:50
NPS-0000696,CUST-00358,1,Detractor,Considering switching to a competitor.,2026-04-05T01:21:53,2026-04-05T01:21:53
NPS-0000697,CUST-00358,0,Detractor,Too expensive for what it offers.,2026-05-04T15:32:01,2026-05-04T15:32:01
NPS-0000698,CUST-00359,7,Passive,Works well most of the time.,2026-05-31T13:26:26,2026-05-31T13:26:26
NPS-0000699,CUST-00360,9,Promoter,Love the product! Changed how we work.,2026-04-04T00:45:18,2026-04-04T00:45:18
NPS-0000700,CUST-00360,6,Detractor,Too many bugs lately.,2026-06-03T18:38:02,2026-06-03T18:38:02
NPS-0000701,CUST-00360,10,Promoter,Saves us hours every week. Worth every penny.,2026-05-28T00:23:35,2026-05-28T00:23:35
NPS-0000702,CUST-00361,10,Promoter,Game changer for our analytics workflow.,2026-05-07T16:26:58,2026-05-07T16:26:58
NPS-0000703,CUST-00361,5,Detractor,Too expensive for what it offers.,2026-05-03T01:12:42,2026-05-03T01:12:42
NPS-0000704,CUST-00361,4,Detractor,Data sync issues are frustrating.,2026-05-09T11:26:31,2026-05-09T11:26:31
NPS-0000705,CUST-00362,10,Promoter,Incredible support team. Very responsive.,2026-06-13T06:46:26,2026-06-13T06:46:26
NPS-0000706,CUST-00362,1,Detractor,Support takes too long to respond.,2026-05-24T16:13:02,2026-05-24T16:13:02
NPS-0000707,CUST-00362,6,Detractor,Considering switching to a competitor.,2026-05-22T16:26:43,2026-05-22T16:26:43
NPS-0000708,CUST-00363,9,Promoter,Incredible support team. Very responsive.,2026-06-13T06:34:59,2026-06-13T06:34:59
NPS-0000709,CUST-00363,7,Passive,Support could be faster.,2026-04-16T04:19:24,2026-04-16T04:19:24
NPS-0000710,CUST-00364,7,Passive,Support could be faster.,2026-05-07T12:41:03,2026-05-07T12:41:03
NPS-0000711,CUST-00364,9,Promoter,Best tool we've used. Highly recommend.,2026-05-17T02:03:53,2026-05-17T02:03:53
NPS-0000712,CUST-00364,8,Passive,Getting better with each update.,2026-04-17T17:06:19,2026-04-17T17:06:19
NPS-0000713,CUST-00365,2,Detractor,Too expensive for what it offers.,2026-05-21T11:47:24,2026-05-21T11:47:24
NPS-0000714,CUST-00365,5,Detractor,Too many bugs lately.,2026-04-03T22:38:07,2026-04-03T22:38:07
NPS-0000715,CUST-00366,4,Detractor,Considering switching to a competitor.,2026-04-01T18:48:16,2026-04-01T18:48:16
NPS-0000716,CUST-00366,8,Passive,Getting better with each update.,2026-05-17T03:18:36,2026-05-17T03:18:36
NPS-0000717,CUST-00366,0,Detractor,Too expensive for what it offers.,2026-04-15T18:28:03,2026-04-15T18:28:03
