payment_id,invoice_id,customer_id,amount_paid,currency,method,status,paid_at,created_at
PAY-00002809,INV-00003135,CUST-00181,0.0,USD,stripe,failed,,2026-05-31T00:00:00
PAY-00002810,INV-00003136,CUST-00182,90.19,USD,credit_card,success,2026-06-18T00:00:00,2026-06-18T00:00:00
PAY-00002811,INV-00003137,CUST-00183,79.57,USD,credit_card,success,2025-02-03T00:00:00,2025-02-03T00:00:00
PAY-00002812,INV-00003138,CUST-00183,79.57,USD,credit_card,success,2025-03-07T00:00:00,2025-03-07T00:00:00
PAY-00002813,INV-00003139,CUST-00183,79.57,USD,bank_transfer,success,2025-03-30T00:00:00,2025-03-30T00:00:00
PAY-00002814,INV-00003140,CUST-00183,79.57,USD,credit_card,success,2025-05-07T00:00:00,2025-05-07T00:00:00
PAY-00002815,INV-00003141,CUST-00183,79.57,USD,paypal,success,2025-06-07T00:00:00,2025-06-07T00:00:00
PAY-00002816,INV-00003142,CUST-00183,79.57,USD,paypal,success,2025-07-12T00:00:00,2025-07-12T00:00:00
PAY-00002817,INV-00003143,CUST-00183,79.57,USD,credit_card,success,2025-07-28T00:00:00,2025-07-28T00:00:00
PAY-00002818,INV-00003144,CUST-00183,79.57,USD,stripe,success,2025-09-04T00:00:00,2025-09-04T00:00:00
PAY-00002819,INV-00003145,CUST-00183,79.57,USD,bank_transfer,success,2025-10-02T00:00:00,2025-10-02T00:00:00
PAY-00002820,INV-00003146,CUST-00183,79.57,USD,paypal,success,2025-11-10T00:00:00,2025-11-10T00:00:00
PAY-00002821,INV-00003147,CUST-00183,79.57,USD,paypal,success,2025-12-02T00:00:00,2025-12-02T00:00:00
PAY-00002822,INV-00003148,CUST-00183,79.57,USD,stripe,success,2025-12-28T00:00:00,2025-12-28T00:00:00
PAY-00002823,INV-00003149,CUST-00183,79.57,USD,credit_card,success,2026-02-01T00:00:00,2026-02-01T00:00:00
PAY-00002824,INV-00003150,CUST-00183,0.0,USD,stripe,failed,,2026-02-23T00:00:00
PAY-00002825,INV-00003151,CUST-00183,79.57,USD,paypal,success,2026-04-09T00:00:00,2026-04-09T00:00:00
PAY-00002826,INV-00003152,CUST-00183,79.57,USD,credit_card,success,2026-04-24T00:00:00,2026-04-24T00:00:00
PAY-00002827,INV-00003153,CUST-00183,79.57,USD,stripe,success,2026-05-25T00:00:00,2026-05-25T00:00:00
PAY-00002828,INV-00003154,CUST-00184,0.0,USD,bank_transfer,failed,,2023-10-28T00:00:00
PAY-00002829,INV-00003155,CUST-00184,8251.2,USD,credit_card,success,2023-11-30T00:00:00,2023-11-30T00:00:00
PAY-00002830,INV-00003156,CUST-00184,8251.2,USD,stripe,success,2024-01-06T00:00:00,2024-01-06T00:00:00
PAY-00002831,INV-00003157,CUST-00184,8251.2,USD,bank_transfer,success,2024-02-05T00:00:00,2024-02-05T00:00:00
PAY-00002832,INV-00003158,CUST-00184,8251.2,USD,credit_card,success,2024-03-11T00:00:00,2024-03-11T00:00:00
PAY-00002833,INV-00003159,CUST-00184,8251.2,USD,credit_card,success,2024-04-07T00:00:00,2024-04-07T00:00:00
PAY-00002834,INV-00003160,CUST-00184,8251.2,USD,paypal,success,2024-05-03T00:00:00,2024-05-03T00:00:00
PAY-00002835,INV-00003161,CUST-00184,8251.2,USD,credit_card,success,2024-06-08T00:00:00,2024-06-08T00:00:00
PAY-00002836,INV-00003162,CUST-00184,8251.2,USD,credit_card,success,2024-06-27T00:00:00,2024-06-27T00:00:00
PAY-00002837,INV-00003163,CUST-00184,8251.2,USD,bank_transfer,success,2024-07-25T00:00:00,2024-07-25T00:00:00
PAY-00002838,INV-00003164,CUST-00184,8251.2,USD,credit_card,success,2024-09-04T00:00:00,2024-09-04T00:00:00
PAY-00002839,INV-00003165,CUST-00184,8251.2,USD,paypal,success,2024-09-29T00:00:00,2024-09-29T00:00:00
PAY-00002840,INV-00003166,CUST-00184,8251.2,USD,stripe,success,2024-10-22T00:00:00,2024-10-22T00:00:00
PAY-00002841,INV-00003167,CUST-00184,8251.2,USD,credit_card,success,2024-12-02T00:00:00,2024-12-02T00:00:00
PAY-00002842,INV-00003168,CUST-00184,8251.2,USD,paypal,success,2025-01-01T00:00:00,2025-01-01T00:00:00
PAY-00002843,INV-00003169,CUST-00184,8251.2,USD,credit_card,success,2025-01-30T00:00:00,2025-01-30T00:00:00
PAY-00002844,INV-00003170,CUST-00184,8251.2,USD,stripe,success,2025-03-04T00:00:00,2025-03-04T00:00:00
PAY-00002845,INV-00003171,CUST-00184,8251.2,USD,bank_transfer,success,2025-03-22T00:00:00,2025-03-22T00:00:00
PAY-00002846,INV-00003172,CUST-00184,8251.2,USD,bank_transfer,success,2025-05-01T00:00:00,2025-05-01T00:00:00
PAY-00002847,INV-00003173,CUST-00184,8251.2,USD,credit_card,success,2025-06-02T00:00:00,2025-06-02T00:00:00
PAY-00002848,INV-00003174,CUST-00184,8251.2,USD,bank_transfer,success,2025-07-04T00:00:00,2025-07-04T00:00:00
PAY-00002849,INV-00003175,CUST-00184,8251.2,USD,credit_card,success,2025-08-01T00:00:00,2025-08-01T00:00:00
PAY-00002850,INV-00003176,CUST-00184,8251.2,USD,stripe,success,2025-09-02T00:00:00,2025-09-02T00:00:00
PAY-00002851,INV-00003177,CUST-00184,8251.2,USD,bank_transfer,success,2025-09-19T00:00:00,2025-09-19T00:00:00
PAY-00002852,INV-00003178,CUST-00184,8251.2,USD,stripe,success,2025-10-18T00:00:00,2025-10-18T00:00:00
PAY-00002853,INV-00003179,CUST-00184,8251.2,USD,bank_transfer,success,2025-11-21T00:00:00,2025-11-21T00:00:00
PAY-00002854,INV-00003180,CUST-00184,8251.2,USD,stripe,success,2025-12-20T00:00:00,2025-12-20T00:00:00
PAY-00002855,INV-00003181,CUST-00184,8251.2,USD,stripe,success,2026-01-15T00:00:00,2026-01-15T00:00:00
PAY-00002856,INV-00003182,CUST-00184,8251.2,USD,credit_card,success,2026-02-15T00:00:00,2026-02-15T00:00:00
PAY-00002857,INV-00003183,CUST-00184,8251.2,USD,credit_card,success,2026-03-17T00:00:00,2026-03-17T00:00:00
PAY-00002858,INV-00003184,CUST-00184,8251.2,USD,stripe,success,2026-04-15T00:00:00,2026-04-15T00:00:00
PAY-00002859,INV-00003185,CUST-00184,8251.2,USD,bank_transfer,success,2026-05-28T00:00:00,2026-05-28T00:00:00
PAY-00002860,INV-00003186,CUST-00185,7197.69,USD,bank_transfer,success,2026-01-02T00:00:00,2026-01-02T00:00:00
PAY-00002861,INV-00003188,CUST-00185,7197.69,USD,paypal,success,2026-03-01T00:00:00,2026-03-01T00:00:00
PAY-00002862,INV-00003189,CUST-00185,7197.69,USD,stripe,success,2026-03-23T00:00:00,2026-03-23T00:00:00
PAY-00002863,INV-00003190,CUST-00185,7197.69,USD,bank_transfer,success,2026-04-24T00:00:00,2026-04-24T00:00:00
PAY-00002864,INV-00003191,CUST-00185,7197.69,USD,stripe,success,2026-06-03T00:00:00,2026-06-03T00:00:00
PAY-00002865,INV-00003192,CUST-00186,1439.2,USD,paypal,success,2023-08-02T00:00:00,2023-08-02T00:00:00
PAY-00002866,INV-00003193,CUST-00186,1439.2,USD,credit_card,success,2023-09-01T00:00:00,2023-09-01T00:00:00
PAY-00002867,INV-00003194,CUST-00186,1439.2,USD,paypal,success,2023-10-05T00:00:00,2023-10-05T00:00:00
PAY-00002868,INV-00003195,CUST-00186,1439.2,USD,credit_card,success,2023-10-31T00:00:00,2023-10-31T00:00:00
PAY-00002869,INV-00003196,CUST-00186,1439.2,USD,stripe,success,2023-12-01T00:00:00,2023-12-01T00:00:00
PAY-00002870,INV-00003197,CUST-00186,1439.2,USD,stripe,success,2024-01-08T00:00:00,2024-01-08T00:00:00
PAY-00002871,INV-00003198,CUST-00186,1439.2,USD,bank_transfer,success,2024-01-28T00:00:00,2024-01-28T00:00:00
PAY-00002872,INV-00003199,CUST-00186,1439.2,USD,paypal,success,2024-03-01T00:00:00,2024-03-01T00:00:00
PAY-00002873,INV-00003200,CUST-00186,1439.2,USD,paypal,success,2024-04-04T00:00:00,2024-04-04T00:00:00
PAY-00002874,INV-00003202,CUST-00186,1439.2,USD,bank_transfer,success,2024-06-06T00:00:00,2024-06-06T00:00:00
PAY-00002875,INV-00003203,CUST-00186,1439.2,USD,paypal,success,2024-06-28T00:00:00,2024-06-28T00:00:00
PAY-00002876,INV-00003204,CUST-00186,0.0,USD,paypal,failed,,2024-07-26T00:00:00
PAY-00002877,INV-00003205,CUST-00186,1439.2,USD,paypal,success,2024-08-26T00:00:00,2024-08-26T00:00:00
PAY-00002878,INV-00003206,CUST-00186,1439.2,USD,stripe,success,2024-10-09T00:00:00,2024-10-09T00:00:00
PAY-00002879,INV-00003207,CUST-00186,1439.2,USD,bank_transfer,success,2024-11-07T00:00:00,2024-11-07T00:00:00
PAY-00002880,INV-00003208,CUST-00186,0.0,USD,bank_transfer,failed,,2024-11-26T00:00:00
PAY-00002881,INV-00003209,CUST-00186,1439.2,USD,bank_transfer,success,2024-12-23T00:00:00,2024-12-23T00:00:00
PAY-00002882,INV-00003210,CUST-00186,1439.2,USD,stripe,success,2025-01-24T00:00:00,2025-01-24T00:00:00
PAY-00002883,INV-00003211,CUST-00186,1439.2,USD,credit_card,success,2025-02-22T00:00:00,2025-02-22T00:00:00
PAY-00002884,INV-00003212,CUST-00186,1439.2,USD,credit_card,success,2025-04-05T00:00:00,2025-04-05T00:00:00
PAY-00002885,INV-00003214,CUST-00186,1439.2,USD,bank_transfer,success,2025-05-30T00:00:00,2025-05-30T00:00:00
PAY-00002886,INV-00003215,CUST-00186,1439.2,USD,paypal,success,2025-06-28T00:00:00,2025-06-28T00:00:00
PAY-00002887,INV-00003217,CUST-00186,1439.2,USD,bank_transfer,success,2025-08-24T00:00:00,2025-08-24T00:00:00
PAY-00002888,INV-00003218,CUST-00186,1439.2,USD,credit_card,success,2025-09-28T00:00:00,2025-09-28T00:00:00
PAY-00002889,INV-00003219,CUST-00186,1439.2,USD,paypal,success,2025-11-03T00:00:00,2025-11-03T00:00:00
PAY-00002890,INV-00003220,CUST-00186,1439.2,USD,bank_transfer,success,2025-11-24T00:00:00,2025-11-24T00:00:00
PAY-00002891,INV-00003221,CUST-00186,1439.2,USD,stripe,success,2025-12-22T00:00:00,2025-12-22T00:00:00
PAY-00002892,INV-00003222,CUST-00186,1439.2,USD,bank_transfer,success,2026-01-29T00:00:00,2026-01-29T00:00:00
PAY-00002893,INV-00003223,CUST-00186,1439.2,USD,bank_transfer,success,2026-02-21T00:00:00,2026-02-21T00:00:00
PAY-00002894,INV-00003224,CUST-00186,1439.2,USD,credit_card,success,2026-03-19T00:00:00,2026-03-19T00:00:00
PAY-00002895,INV-00003225,CUST-00186,1439.2,USD,stripe,success,2026-04-21T00:00:00,2026-04-21T00:00:00
PAY-00002896,INV-00003226,CUST-00186,1439.2,USD,paypal,success,2026-05-29T00:00:00,2026-05-29T00:00:00
PAY-00002897,INV-00003227,CUST-00187,0.0,USD,paypal,failed,,2023-10-15T00:00:00
PAY-00002898,INV-00003228,CUST-00187,72.22,USD,credit_card,success,2023-11-17T00:00:00,2023-11-17T00:00:00
PAY-00002899,INV-00003229,CUST-00187,72.22,USD,bank_transfer,success,2023-12-26T00:00:00,2023-12-26T00:00:00
PAY-00002900,INV-00003230,CUST-00187,72.22,USD,paypal,success,2024-01-22T00:00:00,2024-01-22T00:00:00
PAY-00002901,INV-00003233,CUST-00187,72.22,USD,paypal,success,2024-04-24T00:00:00,2024-04-24T00:00:00
PAY-00002902,INV-00003234,CUST-00187,72.22,USD,bank_transfer,success,2024-05-15T00:00:00,2024-05-15T00:00:00
PAY-00002903,INV-00003235,CUST-00187,72.22,USD,stripe,success,2024-06-12T00:00:00,2024-06-12T00:00:00
PAY-00002904,INV-00003236,CUST-00187,72.22,USD,bank_transfer,success,2024-07-18T00:00:00,2024-07-18T00:00:00
PAY-00002905,INV-00003237,CUST-00187,72.22,USD,credit_card,success,2024-08-23T00:00:00,2024-08-23T00:00:00
PAY-00002906,INV-00003238,CUST-00187,72.22,USD,bank_transfer,success,2024-09-22T00:00:00,2024-09-22T00:00:00
PAY-00002907,INV-00003239,CUST-00187,72.22,USD,bank_transfer,success,2024-10-16T00:00:00,2024-10-16T00:00:00
PAY-00002908,INV-00003240,CUST-00187,72.22,USD,bank_transfer,success,2024-11-21T00:00:00,2024-11-21T00:00:00
PAY-00002909,INV-00003241,CUST-00187,72.22,USD,paypal,success,2024-12-14T00:00:00,2024-12-14T00:00:00
PAY-00002910,INV-00003242,CUST-00187,72.22,USD,paypal,success,2025-01-19T00:00:00,2025-01-19T00:00:00
PAY-00002911,INV-00003243,CUST-00187,72.22,USD,credit_card,success,2025-02-14T00:00:00,2025-02-14T00:00:00
PAY-00002912,INV-00003245,CUST-00187,72.22,USD,credit_card,success,2025-04-18T00:00:00,2025-04-18T00:00:00
PAY-00002913,INV-00003246,CUST-00187,72.22,USD,stripe,success,2025-05-20T00:00:00,2025-05-20T00:00:00
PAY-00002914,INV-00003247,CUST-00187,0.0,USD,bank_transfer,failed,,2025-06-08T00:00:00
PAY-00002915,INV-00003248,CUST-00187,72.22,USD,stripe,success,2025-07-06T00:00:00,2025-07-06T00:00:00
PAY-00002916,INV-00003249,CUST-00187,72.22,USD,paypal,success,2025-08-07T00:00:00,2025-08-07T00:00:00
PAY-00002917,INV-00003250,CUST-00187,72.22,USD,credit_card,success,2025-09-14T00:00:00,2025-09-14T00:00:00
PAY-00002918,INV-00003251,CUST-00187,72.22,USD,paypal,success,2025-10-03T00:00:00,2025-10-03T00:00:00
PAY-00002919,INV-00003252,CUST-00187,72.22,USD,stripe,success,2025-11-08T00:00:00,2025-11-08T00:00:00
PAY-00002920,INV-00003253,CUST-00187,72.22,USD,paypal,success,2025-12-11T00:00:00,2025-12-11T00:00:00
PAY-00002921,INV-00003254,CUST-00187,72.22,USD,bank_transfer,success,2026-01-16T00:00:00,2026-01-16T00:00:00
PAY-00002922,INV-00003255,CUST-00187,72.22,USD,credit_card,success,2026-02-14T00:00:00,2026-02-14T00:00:00
PAY-00002923,INV-00003256,CUST-00187,72.22,USD,bank_transfer,success,2026-03-05T00:00:00,2026-03-05T00:00:00
PAY-00002924,INV-00003257,CUST-00187,72.22,USD,stripe,success,2026-04-03T00:00:00,2026-04-03T00:00:00
PAY-00002925,INV-00003258,CUST-00187,72.22,USD,paypal,success,2026-05-14T00:00:00,2026-05-14T00:00:00
PAY-00002926,INV-00003259,CUST-00188,59.38,USD,credit_card,success,2025-02-09T00:00:00,2025-02-09T00:00:00
PAY-00002927,INV-00003260,CUST-00188,59.38,USD,bank_transfer,success,2025-03-19T00:00:00,2025-03-19T00:00:00
PAY-00002928,INV-00003262,CUST-00188,59.38,USD,stripe,success,2025-05-13T00:00:00,2025-05-13T00:00:00
PAY-00002929,INV-00003263,CUST-00188,59.38,USD,bank_transfer,success,2025-06-08T00:00:00,2025-06-08T00:00:00
PAY-00002930,INV-00003264,CUST-00188,0.0,USD,paypal,failed,,2025-07-05T00:00:00
PAY-00002931,INV-00003265,CUST-00188,59.38,USD,paypal,success,2025-08-11T00:00:00,2025-08-11T00:00:00
PAY-00002932,INV-00003267,CUST-00188,59.38,USD,stripe,success,2025-10-10T00:00:00,2025-10-10T00:00:00
PAY-00002933,INV-00003268,CUST-00188,59.38,USD,stripe,success,2025-11-11T00:00:00,2025-11-11T00:00:00
PAY-00002934,INV-00003269,CUST-00188,59.38,USD,stripe,success,2025-12-06T00:00:00,2025-12-06T00:00:00
PAY-00002935,INV-00003270,CUST-00188,59.38,USD,stripe,success,2026-01-09T00:00:00,2026-01-09T00:00:00
PAY-00002936,INV-00003271,CUST-00188,59.38,USD,credit_card,success,2026-01-31T00:00:00,2026-01-31T00:00:00
PAY-00002937,INV-00003272,CUST-00188,59.38,USD,bank_transfer,success,2026-03-10T00:00:00,2026-03-10T00:00:00
PAY-00002938,INV-00003273,CUST-00188,59.38,USD,paypal,success,2026-04-08T00:00:00,2026-04-08T00:00:00
PAY-00002939,INV-00003274,CUST-00188,0.0,USD,paypal,failed,,2026-05-05T00:00:00
PAY-00002940,INV-00003275,CUST-00188,0.0,USD,bank_transfer,failed,,2026-06-03T00:00:00
PAY-00002941,INV-00003277,CUST-00189,1854.14,USD,credit_card,success,2024-02-25T00:00:00,2024-02-25T00:00:00
PAY-00002942,INV-00003278,CUST-00189,1854.14,USD,stripe,success,2024-03-27T00:00:00,2024-03-27T00:00:00
PAY-00002943,INV-00003279,CUST-00189,1854.14,USD,paypal,success,2024-04-17T00:00:00,2024-04-17T00:00:00
PAY-00002944,INV-00003280,CUST-00189,1854.14,USD,stripe,success,2024-05-20T00:00:00,2024-05-20T00:00:00
PAY-00002945,INV-00003281,CUST-00189,1854.14,USD,credit_card,success,2024-06-11T00:00:00,2024-06-11T00:00:00
PAY-00002946,INV-00003282,CUST-00189,1854.14,USD,stripe,success,2024-07-22T00:00:00,2024-07-22T00:00:00
PAY-00002947,INV-00003283,CUST-00189,1854.14,USD,stripe,success,2024-08-11T00:00:00,2024-08-11T00:00:00
PAY-00002948,INV-00003284,CUST-00189,1854.14,USD,stripe,success,2024-09-21T00:00:00,2024-09-21T00:00:00
PAY-00002949,INV-00003285,CUST-00189,1854.14,USD,bank_transfer,success,2024-10-09T00:00:00,2024-10-09T00:00:00
PAY-00002950,INV-00003286,CUST-00189,1854.14,USD,credit_card,success,2024-11-08T00:00:00,2024-11-08T00:00:00
PAY-00002951,INV-00003287,CUST-00189,1854.14,USD,paypal,success,2024-12-12T00:00:00,2024-12-12T00:00:00
PAY-00002952,INV-00003288,CUST-00189,1854.14,USD,paypal,success,2025-01-12T00:00:00,2025-01-12T00:00:00
PAY-00002953,INV-00003289,CUST-00189,1854.14,USD,bank_transfer,success,2025-02-12T00:00:00,2025-02-12T00:00:00
PAY-00002954,INV-00003290,CUST-00189,1854.14,USD,bank_transfer,success,2025-03-07T00:00:00,2025-03-07T00:00:00
PAY-00002955,INV-00003291,CUST-00189,1854.14,USD,bank_transfer,success,2025-04-11T00:00:00,2025-04-11T00:00:00
PAY-00002956,INV-00003292,CUST-00189,1854.14,USD,paypal,success,2025-05-12T00:00:00,2025-05-12T00:00:00
PAY-00002957,INV-00003293,CUST-00189,1854.14,USD,bank_transfer,success,2025-06-19T00:00:00,2025-06-19T00:00:00
PAY-00002958,INV-00003294,CUST-00189,1854.14,USD,paypal,success,2025-07-08T00:00:00,2025-07-08T00:00:00
PAY-00002959,INV-00003295,CUST-00189,1854.14,USD,stripe,success,2025-08-12T00:00:00,2025-08-12T00:00:00
PAY-00002960,INV-00003296,CUST-00189,1854.14,USD,credit_card,success,2025-09-08T00:00:00,2025-09-08T00:00:00
PAY-00002961,INV-00003297,CUST-00189,1854.14,USD,paypal,success,2025-10-14T00:00:00,2025-10-14T00:00:00
PAY-00002962,INV-00003298,CUST-00189,1854.14,USD,credit_card,success,2025-11-02T00:00:00,2025-11-02T00:00:00
PAY-00002963,INV-00003299,CUST-00189,1854.14,USD,credit_card,success,2025-12-12T00:00:00,2025-12-12T00:00:00
PAY-00002964,INV-00003300,CUST-00189,1854.14,USD,credit_card,success,2026-01-10T00:00:00,2026-01-10T00:00:00
PAY-00002965,INV-00003301,CUST-00189,1854.14,USD,stripe,success,2026-02-06T00:00:00,2026-02-06T00:00:00
PAY-00002966,INV-00003302,CUST-00189,1854.14,USD,paypal,success,2026-03-15T00:00:00,2026-03-15T00:00:00
PAY-00002967,INV-00003303,CUST-00189,0.0,USD,credit_card,failed,,2026-04-05T00:00:00
PAY-00002968,INV-00003305,CUST-00190,1145.03,USD,bank_transfer,success,2024-09-08T00:00:00,2024-09-08T00:00:00
PAY-00002969,INV-00003306,CUST-00190,1145.03,USD,paypal,success,2024-10-10T00:00:00,2024-10-10T00:00:00
PAY-00002970,INV-00003307,CUST-00190,1145.03,USD,bank_transfer,success,2024-11-05T00:00:00,2024-11-05T00:00:00
PAY-00002971,INV-00003308,CUST-00190,1145.03,USD,bank_transfer,success,2024-12-03T00:00:00,2024-12-03T00:00:00
PAY-00002972,INV-00003309,CUST-00190,1145.03,USD,bank_transfer,success,2025-01-01T00:00:00,2025-01-01T00:00:00
PAY-00002973,INV-00003310,CUST-00190,1145.03,USD,paypal,success,2025-02-08T00:00:00,2025-02-08T00:00:00
PAY-00002974,INV-00003311,CUST-00190,1145.03,USD,bank_transfer,success,2025-03-13T00:00:00,2025-03-13T00:00:00
PAY-00002975,INV-00003312,CUST-00190,1145.03,USD,bank_transfer,success,2025-03-28T00:00:00,2025-03-28T00:00:00
PAY-00002976,INV-00003313,CUST-00190,1145.03,USD,bank_transfer,success,2025-05-08T00:00:00,2025-05-08T00:00:00
PAY-00002977,INV-00003314,CUST-00190,1145.03,USD,stripe,success,2025-06-07T00:00:00,2025-06-07T00:00:00
PAY-00002978,INV-00003315,CUST-00190,1145.03,USD,paypal,success,2025-06-29T00:00:00,2025-06-29T00:00:00
PAY-00002979,INV-00003316,CUST-00190,1145.03,USD,credit_card,success,2025-08-08T00:00:00,2025-08-08T00:00:00
PAY-00002980,INV-00003317,CUST-00190,1145.03,USD,credit_card,success,2025-09-03T00:00:00,2025-09-03T00:00:00
PAY-00002981,INV-00003318,CUST-00190,1145.03,USD,credit_card,success,2025-10-06T00:00:00,2025-10-06T00:00:00
PAY-00002982,INV-00003319,CUST-00190,1145.03,USD,stripe,success,2025-10-24T00:00:00,2025-10-24T00:00:00
PAY-00002983,INV-00003321,CUST-00190,1145.03,USD,bank_transfer,success,2025-12-31T00:00:00,2025-12-31T00:00:00
PAY-00002984,INV-00003322,CUST-00190,1145.03,USD,stripe,success,2026-02-06T00:00:00,2026-02-06T00:00:00
PAY-00002985,INV-00003323,CUST-00190,1145.03,USD,bank_transfer,success,2026-03-04T00:00:00,2026-03-04T00:00:00
PAY-00002986,INV-00003324,CUST-00190,0.0,USD,stripe,failed,,2026-03-24T00:00:00
PAY-00002987,INV-00003325,CUST-00190,1145.03,USD,bank_transfer,success,2026-04-25T00:00:00,2026-04-25T00:00:00
PAY-00002988,INV-00003326,CUST-00190,1145.03,USD,paypal,success,2026-05-31T00:00:00,2026-05-31T00:00:00
PAY-00002989,INV-00003327,CUST-00191,166.99,USD,bank_transfer,success,2023-10-12T00:00:00,2023-10-12T00:00:00
PAY-00002990,INV-00003328,CUST-00191,166.99,USD,stripe,success,2023-11-10T00:00:00,2023-11-10T00:00:00
PAY-00002991,INV-00003329,CUST-00191,166.99,USD,paypal,success,2023-12-16T00:00:00,2023-12-16T00:00:00
PAY-00002992,INV-00003330,CUST-00191,166.99,USD,stripe,success,2024-01-20T00:00:00,2024-01-20T00:00:00
PAY-00002993,INV-00003331,CUST-00191,166.99,USD,bank_transfer,success,2024-02-19T00:00:00,2024-02-19T00:00:00
PAY-00002994,INV-00003332,CUST-00191,166.99,USD,bank_transfer,success,2024-03-13T00:00:00,2024-03-13T00:00:00
PAY-00002995,INV-00003333,CUST-00191,166.99,USD,stripe,success,2024-04-08T00:00:00,2024-04-08T00:00:00
PAY-00002996,INV-00003335,CUST-00191,166.99,USD,stripe,success,2024-06-21T00:00:00,2024-06-21T00:00:00
PAY-00002997,INV-00003336,CUST-00191,166.99,USD,credit_card,success,2024-07-19T00:00:00,2024-07-19T00:00:00
PAY-00002998,INV-00003337,CUST-00191,166.99,USD,credit_card,success,2024-08-08T00:00:00,2024-08-08T00:00:00
PAY-00002999,INV-00003338,CUST-00191,166.99,USD,paypal,success,2024-09-05T00:00:00,2024-09-05T00:00:00
PAY-00003000,INV-00003339,CUST-00191,0.0,USD,bank_transfer,failed,,2024-10-06T00:00:00
PAY-00003001,INV-00003340,CUST-00191,166.99,USD,bank_transfer,success,2024-11-18T00:00:00,2024-11-18T00:00:00
PAY-00003002,INV-00003343,CUST-00191,166.99,USD,bank_transfer,success,2025-02-07T00:00:00,2025-02-07T00:00:00
PAY-00003003,INV-00003344,CUST-00191,166.99,USD,stripe,success,2025-03-07T00:00:00,2025-03-07T00:00:00
PAY-00003004,INV-00003345,CUST-00191,166.99,USD,stripe,success,2025-04-09T00:00:00,2025-04-09T00:00:00
PAY-00003005,INV-00003346,CUST-00191,166.99,USD,paypal,success,2025-05-05T00:00:00,2025-05-05T00:00:00
PAY-00003006,INV-00003347,CUST-00191,166.99,USD,paypal,success,2025-06-04T00:00:00,2025-06-04T00:00:00
PAY-00003007,INV-00003348,CUST-00191,166.99,USD,bank_transfer,success,2025-07-11T00:00:00,2025-07-11T00:00:00
PAY-00003008,INV-00003349,CUST-00191,166.99,USD,credit_card,success,2025-08-13T00:00:00,2025-08-13T00:00:00
PAY-00003009,INV-00003350,CUST-00191,166.99,USD,bank_transfer,success,2025-09-01T00:00:00,2025-09-01T00:00:00
PAY-00003010,INV-00003351,CUST-00191,166.99,USD,credit_card,success,2025-10-14T00:00:00,2025-10-14T00:00:00
PAY-00003011,INV-00003352,CUST-00191,166.99,USD,bank_transfer,success,2025-11-06T00:00:00,2025-11-06T00:00:00
PAY-00003012,INV-00003353,CUST-00191,166.99,USD,bank_transfer,success,2025-12-13T00:00:00,2025-12-13T00:00:00
PAY-00003013,INV-00003354,CUST-00191,166.99,USD,credit_card,success,2026-01-02T00:00:00,2026-01-02T00:00:00
PAY-00003014,INV-00003355,CUST-00191,166.99,USD,bank_transfer,success,2026-02-04T00:00:00,2026-02-04T00:00:00
PAY-00003015,INV-00003356,CUST-00191,166.99,USD,paypal,success,2026-03-01T00:00:00,2026-03-01T00:00:00
PAY-00003016,INV-00003357,CUST-00191,166.99,USD,paypal,success,2026-04-02T00:00:00,2026-04-02T00:00:00
PAY-00003017,INV-00003360,CUST-00192,298.07,USD,stripe,success,2024-02-05T00:00:00,2024-02-05T00:00:00
PAY-00003018,INV-00003361,CUST-00192,298.07,USD,credit_card,success,2024-03-03T00:00:00,2024-03-03T00:00:00
PAY-00003019,INV-00003362,CUST-00192,298.07,USD,paypal,success,2024-04-11T00:00:00,2024-04-11T00:00:00
PAY-00003020,INV-00003363,CUST-00192,298.07,USD,paypal,success,2024-05-13T00:00:00,2024-05-13T00:00:00
PAY-00003021,INV-00003364,CUST-00192,298.07,USD,stripe,success,2024-06-13T00:00:00,2024-06-13T00:00:00
PAY-00003022,INV-00003365,CUST-00192,298.07,USD,credit_card,success,2024-07-12T00:00:00,2024-07-12T00:00:00
PAY-00003023,INV-00003366,CUST-00192,298.07,USD,bank_transfer,success,2024-07-31T00:00:00,2024-07-31T00:00:00
PAY-00003024,INV-00003367,CUST-00192,298.07,USD,paypal,success,2024-09-07T00:00:00,2024-09-07T00:00:00
PAY-00003025,INV-00003368,CUST-00192,298.07,USD,paypal,success,2024-10-08T00:00:00,2024-10-08T00:00:00
PAY-00003026,INV-00003369,CUST-00192,298.07,USD,paypal,success,2024-11-11T00:00:00,2024-11-11T00:00:00
PAY-00003027,INV-00003370,CUST-00192,298.07,USD,stripe,success,2024-12-02T00:00:00,2024-12-02T00:00:00
PAY-00003028,INV-00003371,CUST-00192,298.07,USD,bank_transfer,success,2025-01-11T00:00:00,2025-01-11T00:00:00
PAY-00003029,INV-00003372,CUST-00192,298.07,USD,bank_transfer,success,2025-01-30T00:00:00,2025-01-30T00:00:00
PAY-00003030,INV-00003373,CUST-00192,298.07,USD,credit_card,success,2025-03-10T00:00:00,2025-03-10T00:00:00
PAY-00003031,INV-00003374,CUST-00192,298.07,USD,bank_transfer,success,2025-04-07T00:00:00,2025-04-07T00:00:00
PAY-00003032,INV-00003375,CUST-00192,298.07,USD,paypal,success,2025-04-26T00:00:00,2025-04-26T00:00:00
PAY-00003033,INV-00003376,CUST-00192,298.07,USD,bank_transfer,success,2025-06-06T00:00:00,2025-06-06T00:00:00
