account_id,customer_id,account_type,balance,currency,status,opened_at,created_at,updated_at
ACC-00000765,FIN-000511,premium,37317.12,USD,active,2026-06-13T21:30:14,2026-06-13T21:30:14,2026-06-29T14:46:10.635113
ACC-00000766,FIN-000511,business,13387.84,USD,active,2025-10-10T07:10:39,2025-10-10T07:10:39,2026-06-29T14:46:10.635169
ACC-00000767,FIN-000512,business,45693.63,USD,active,2026-06-02T05:04:34,2026-06-02T05:04:34,2026-06-29T14:46:10.635289
ACC-00000768,FIN-000513,premium,35838.14,USD,active,2026-06-10T15:14:37,2026-06-10T15:14:37,2026-06-29T14:46:10.635397
ACC-00000769,FIN-000513,premium,22191.74,USD,active,2026-05-08T00:28:06,2026-05-08T00:28:06,2026-06-29T14:46:10.635438
ACC-00000770,FIN-000514,savings,185.76,USD,active,2024-06-21T21:20:26,2024-06-21T21:20:26,2026-06-29T14:46:10.635544
ACC-00000771,FIN-000515,premium,36318.06,USD,active,2025-04-07T09:57:43,2025-04-07T09:57:43,2026-06-29T14:46:10.635649
ACC-00000772,FIN-000515,business,47697.72,USD,active,2025-08-26T08:00:15,2025-08-26T08:00:15,2026-06-29T14:46:10.635689
ACC-00000773,FIN-000516,current,11396.1,USD,active,2025-12-29T11:48:46,2025-12-29T11:48:46,2026-06-29T14:46:10.635792
ACC-00000774,FIN-000517,business,20113.41,USD,active,2025-09-13T22:37:00,2025-09-13T22:37:00,2026-06-29T14:46:10.635894
ACC-00000775,FIN-000518,business,42366.32,USD,active,2026-06-23T00:01:14,2026-06-23T00:01:14,2026-06-29T14:46:10.636004
ACC-00000776,FIN-000518,current,22571.18,USD,active,2026-06-20T15:25:32,2026-06-20T15:25:32,2026-06-29T14:46:10.636028
ACC-00000777,FIN-000518,premium,49345.81,USD,active,2026-06-23T21:44:58,2026-06-23T21:44:58,2026-06-29T14:46:10.636048
ACC-00000778,FIN-000519,premium,27611.49,USD,active,2025-03-13T03:04:41,2025-03-13T03:04:41,2026-06-29T14:46:10.636120
ACC-00000779,FIN-000520,business,43800.98,USD,active,2026-01-20T14:01:01,2026-01-20T14:01:01,2026-06-29T14:46:10.636185
ACC-00000780,FIN-000520,business,49073.2,USD,active,2026-05-07T03:11:34,2026-05-07T03:11:34,2026-06-29T14:46:10.636207
ACC-00000781,FIN-000520,premium,2213.7,USD,active,2026-05-30T19:25:21,2026-05-30T19:25:21,2026-06-29T14:46:10.636227
ACC-00000782,FIN-000521,current,3833.61,USD,active,2026-02-06T20:59:03,2026-02-06T20:59:03,2026-06-29T14:46:10.636292
ACC-00000783,FIN-000522,current,5418.89,USD,closed,2026-01-17T17:40:14,2026-01-17T17:40:14,2026-06-29T14:46:10.636354
ACC-00000784,FIN-000523,savings,34108.41,USD,active,2024-07-10T16:10:39,2024-07-10T16:10:39,2026-06-29T14:46:10.636416
ACC-00000785,FIN-000523,current,36524.72,USD,active,2025-08-20T20:05:42,2025-08-20T20:05:42,2026-06-29T14:46:10.636438
ACC-00000786,FIN-000524,business,11876.27,USD,active,2026-05-09T01:36:17,2026-05-09T01:36:17,2026-06-29T14:46:10.636501
ACC-00000787,FIN-000525,premium,49269.38,USD,active,2026-03-23T04:06:14,2026-03-23T04:06:14,2026-06-29T14:46:10.636562
ACC-00000788,FIN-000526,savings,2972.74,USD,dormant,2023-12-25T12:47:18,2023-12-25T12:47:18,2026-06-29T14:46:10.636627
ACC-00000789,FIN-000527,current,47822.74,USD,active,2026-05-29T15:59:28,2026-05-29T15:59:28,2026-06-29T14:46:10.636691
ACC-00000790,FIN-000527,business,31128.49,USD,frozen,2025-10-27T19:21:04,2025-10-27T19:21:04,2026-06-29T14:46:10.636712
ACC-00000791,FIN-000527,current,28573.63,USD,dormant,2025-11-27T14:06:04,2025-11-27T14:06:04,2026-06-29T14:46:10.636734
ACC-00000792,FIN-000528,current,4326.67,USD,active,2026-04-18T17:57:04,2026-04-18T17:57:04,2026-06-29T14:46:10.636799
ACC-00000793,FIN-000529,business,26968.66,USD,active,2025-06-10T12:45:30,2025-06-10T12:45:30,2026-06-29T14:46:10.636862
ACC-00000794,FIN-000529,savings,18018.28,USD,active,2025-06-01T02:47:06,2025-06-01T02:47:06,2026-06-29T14:46:10.636884
ACC-00000795,FIN-000529,premium,14630.34,USD,closed,2025-11-13T04:57:31,2025-11-13T04:57:31,2026-06-29T14:46:10.636905
ACC-00000796,FIN-000530,premium,31669.67,USD,closed,2026-04-27T12:25:37,2026-04-27T12:25:37,2026-06-29T14:46:10.636968
ACC-00000797,FIN-000530,savings,32658.82,USD,active,2026-06-10T06:51:27,2026-06-10T06:51:27,2026-06-29T14:46:10.636990
ACC-00000798,FIN-000531,premium,32884.05,USD,active,2024-11-23T10:35:05,2024-11-23T10:35:05,2026-06-29T14:46:10.637054
ACC-00000799,FIN-000532,savings,23482.55,USD,active,2025-03-18T07:45:50,2025-03-18T07:45:50,2026-06-29T14:46:10.637115
ACC-00000800,FIN-000532,current,4958.59,USD,active,2025-04-06T06:19:37,2025-04-06T06:19:37,2026-06-29T14:46:10.637138
ACC-00000801,FIN-000533,current,5811.67,USD,active,2025-12-20T18:48:10,2025-12-20T18:48:10,2026-06-29T14:46:10.637215
ACC-00000802,FIN-000534,savings,17043.58,USD,active,2025-02-26T10:49:00,2025-02-26T10:49:00,2026-06-29T14:46:10.637279
ACC-00000803,FIN-000534,current,32954.53,USD,active,2025-07-17T23:17:34,2025-07-17T23:17:34,2026-06-29T14:46:10.637302
ACC-00000804,FIN-000534,premium,13694.17,USD,dormant,2025-07-31T23:46:24,2025-07-31T23:46:24,2026-06-29T14:46:10.637322
ACC-00000805,FIN-000535,savings,9569.02,USD,active,2026-05-20T04:45:07,2026-05-20T04:45:07,2026-06-29T14:46:10.637391
ACC-00000806,FIN-000536,business,7865.85,USD,active,2026-04-14T11:58:27,2026-04-14T11:58:27,2026-06-29T14:46:10.637453
ACC-00000807,FIN-000536,current,20648.52,USD,active,2026-03-20T13:40:31,2026-03-20T13:40:31,2026-06-29T14:46:10.637474
ACC-00000808,FIN-000537,current,25669.11,USD,active,2024-08-01T23:05:10,2024-08-01T23:05:10,2026-06-29T14:46:10.637536
ACC-00000809,FIN-000537,savings,41480.41,USD,active,2024-07-25T06:56:04,2024-07-25T06:56:04,2026-06-29T14:46:10.637557
ACC-00000810,FIN-000538,savings,48067.09,USD,active,2025-09-05T17:08:05,2025-09-05T17:08:05,2026-06-29T14:46:10.637627
ACC-00000811,FIN-000539,current,27866.26,USD,active,2026-03-03T05:41:02,2026-03-03T05:41:02,2026-06-29T14:46:10.637690
ACC-00000812,FIN-000540,current,9779.56,USD,closed,2026-03-05T06:46:54,2026-03-05T06:46:54,2026-06-29T14:46:10.637752
ACC-00000813,FIN-000541,savings,24480.95,USD,active,2025-10-20T20:33:25,2025-10-20T20:33:25,2026-06-29T14:46:10.637814
ACC-00000814,FIN-000541,current,2992.33,USD,active,2026-01-30T10:42:27,2026-01-30T10:42:27,2026-06-29T14:46:10.637837
ACC-00000815,FIN-000541,savings,41206.03,USD,closed,2026-03-10T13:56:13,2026-03-10T13:56:13,2026-06-29T14:46:10.637859
ACC-00000816,FIN-000542,current,35132.56,USD,closed,2025-07-28T08:16:39,2025-07-28T08:16:39,2026-06-29T14:46:10.637926
ACC-00000817,FIN-000543,current,38588.38,USD,active,2025-05-19T03:35:48,2025-05-19T03:35:48,2026-06-29T14:46:10.637988
ACC-00000818,FIN-000543,current,35165.63,USD,active,2025-02-09T09:22:37,2025-02-09T09:22:37,2026-06-29T14:46:10.638011
ACC-00000819,FIN-000544,savings,7931.58,USD,active,2026-04-23T15:59:10,2026-04-23T15:59:10,2026-06-29T14:46:10.638075
ACC-00000820,FIN-000544,premium,13162.26,USD,active,2025-12-24T01:02:23,2025-12-24T01:02:23,2026-06-29T14:46:10.638096
ACC-00000821,FIN-000545,business,39410.88,USD,closed,2025-09-03T13:53:04,2025-09-03T13:53:04,2026-06-29T14:46:10.638159
ACC-00000822,FIN-000545,savings,24329.1,USD,active,2024-11-17T08:06:50,2024-11-17T08:06:50,2026-06-29T14:46:10.638182
ACC-00000823,FIN-000545,premium,41224.8,USD,dormant,2025-04-23T17:08:31,2025-04-23T17:08:31,2026-06-29T14:46:10.638203
ACC-00000824,FIN-000546,current,9697.41,USD,active,2026-04-19T07:22:00,2026-04-19T07:22:00,2026-06-29T14:46:10.638268
ACC-00000825,FIN-000547,premium,29202.08,USD,active,2026-01-10T01:01:48,2026-01-10T01:01:48,2026-06-29T14:46:10.638330
ACC-00000826,FIN-000548,business,40568.63,USD,dormant,2025-09-27T18:12:23,2025-09-27T18:12:23,2026-06-29T14:46:10.638393
ACC-00000827,FIN-000549,business,18980.31,USD,active,2026-05-12T02:39:45,2026-05-12T02:39:45,2026-06-29T14:46:10.638457
ACC-00000828,FIN-000550,premium,28520.62,USD,active,2025-10-12T03:16:27,2025-10-12T03:16:27,2026-06-29T14:46:10.638522
ACC-00000829,FIN-000550,business,14788.99,USD,active,2025-04-25T14:23:58,2025-04-25T14:23:58,2026-06-29T14:46:10.638543
ACC-00000830,FIN-000550,business,37107.36,USD,active,2026-05-09T21:47:47,2026-05-09T21:47:47,2026-06-29T14:46:10.638564
ACC-00000831,FIN-000551,current,26198.68,USD,active,2026-05-17T01:04:05,2026-05-17T01:04:05,2026-06-29T14:46:10.638628
ACC-00000832,FIN-000551,current,49271.78,USD,closed,2026-06-15T22:09:14,2026-06-15T22:09:14,2026-06-29T14:46:10.638650
ACC-00000833,FIN-000552,current,49160.96,USD,active,2025-01-01T21:36:16,2025-01-01T21:36:16,2026-06-29T14:46:10.638714
ACC-00000834,FIN-000553,premium,39979.4,USD,active,2024-06-06T12:37:11,2024-06-06T12:37:11,2026-06-29T14:46:10.638785
ACC-00000835,FIN-000554,current,20165.38,USD,active,2026-05-12T04:49:57,2026-05-12T04:49:57,2026-06-29T14:46:10.638875
ACC-00000836,FIN-000555,business,6093.11,USD,active,2025-10-04T10:21:35,2025-10-04T10:21:35,2026-06-29T14:46:10.638937
ACC-00000837,FIN-000556,premium,43392.84,USD,active,2025-10-29T10:17:25,2025-10-29T10:17:25,2026-06-29T14:46:10.639022
ACC-00000838,FIN-000557,business,46018.14,USD,closed,2026-03-05T21:44:35,2026-03-05T21:44:35,2026-06-29T14:46:10.639083
ACC-00000839,FIN-000558,business,23927.19,USD,active,2025-12-20T01:31:29,2025-12-20T01:31:29,2026-06-29T14:46:10.639145
ACC-00000840,FIN-000558,business,17927.6,USD,active,2026-05-05T16:04:26,2026-05-05T16:04:26,2026-06-29T14:46:10.639175
ACC-00000841,FIN-000559,savings,2611.01,USD,active,2025-05-17T17:47:06,2025-05-17T17:47:06,2026-06-29T14:46:10.639241
ACC-00000842,FIN-000560,current,29317.85,USD,active,2024-02-19T14:23:24,2024-02-19T14:23:24,2026-06-29T14:46:10.639303
ACC-00000843,FIN-000560,current,10772.34,USD,active,2024-05-16T13:43:22,2024-05-16T13:43:22,2026-06-29T14:46:10.639325
ACC-00000844,FIN-000561,current,13792.74,USD,active,2025-11-12T23:34:33,2025-11-12T23:34:33,2026-06-29T14:46:10.639412
ACC-00000845,FIN-000562,premium,38209.33,USD,active,2026-05-16T02:21:11,2026-05-16T02:21:11,2026-06-29T14:46:10.639477
ACC-00000846,FIN-000563,savings,11630.92,USD,dormant,2026-06-02T13:12:26,2026-06-02T13:12:26,2026-06-29T14:46:10.639540
ACC-00000847,FIN-000563,premium,29320.48,USD,active,2026-04-18T03:42:34,2026-04-18T03:42:34,2026-06-29T14:46:10.639562
ACC-00000848,FIN-000564,business,5743.12,USD,active,2026-04-01T00:42:18,2026-04-01T00:42:18,2026-06-29T14:46:10.639625
ACC-00000849,FIN-000565,business,19882.7,USD,active,2025-07-18T01:12:41,2025-07-18T01:12:41,2026-06-29T14:46:10.639688
ACC-00000850,FIN-000566,premium,31879.4,USD,active,2026-04-04T00:29:52,2026-04-04T00:29:52,2026-06-29T14:46:10.639751
ACC-00000851,FIN-000567,premium,19092.87,USD,active,2026-03-26T00:33:05,2026-03-26T00:33:05,2026-06-29T14:46:10.639813
ACC-00000852,FIN-000567,current,12766.26,USD,active,2024-11-10T09:33:49,2024-11-10T09:33:49,2026-06-29T14:46:10.639834
ACC-00000853,FIN-000567,premium,37779.1,USD,dormant,2025-06-10T08:33:10,2025-06-10T08:33:10,2026-06-29T14:46:10.639855
ACC-00000854,FIN-000568,business,24225.22,USD,frozen,2025-08-24T02:53:05,2025-08-24T02:53:05,2026-06-29T14:46:10.639939
ACC-00000855,FIN-000569,premium,36486.3,USD,active,2025-12-09T04:15:53,2025-12-09T04:15:53,2026-06-29T14:46:10.640002
ACC-00000856,FIN-000570,business,39116.68,USD,dormant,2026-02-18T20:52:30,2026-02-18T20:52:30,2026-06-29T14:46:10.640064
ACC-00000857,FIN-000571,premium,31774.62,USD,active,2025-02-13T21:30:31,2025-02-13T21:30:31,2026-06-29T14:46:10.640126
ACC-00000858,FIN-000572,savings,16001.11,USD,active,2026-04-12T06:34:35,2026-04-12T06:34:35,2026-06-29T14:46:10.640188
ACC-00000859,FIN-000572,premium,32614.55,USD,frozen,2026-02-16T04:17:04,2026-02-16T04:17:04,2026-06-29T14:46:10.640210
ACC-00000860,FIN-000573,business,46481.57,USD,active,2025-10-02T17:17:03,2025-10-02T17:17:03,2026-06-29T14:46:10.640273
ACC-00000861,FIN-000573,premium,12477.29,USD,active,2026-02-19T17:35:54,2026-02-19T17:35:54,2026-06-29T14:46:10.640294
ACC-00000862,FIN-000574,business,38457.4,USD,active,2025-08-23T12:42:25,2025-08-23T12:42:25,2026-06-29T14:46:10.640361
ACC-00000863,FIN-000575,business,19339.71,USD,active,2026-03-13T09:59:20,2026-03-13T09:59:20,2026-06-29T14:46:10.640424
ACC-00000864,FIN-000575,savings,36034.23,USD,active,2026-04-06T18:19:58,2026-04-06T18:19:58,2026-06-29T14:46:10.640445
ACC-00000865,FIN-000576,business,14776.1,USD,active,2025-02-23T18:01:05,2025-02-23T18:01:05,2026-06-29T14:46:10.640509
ACC-00000866,FIN-000576,business,20281.28,USD,dormant,2025-05-19T11:03:05,2025-05-19T11:03:05,2026-06-29T14:46:10.640532
ACC-00000867,FIN-000577,current,36557.82,USD,active,2024-08-15T11:12:09,2024-08-15T11:12:09,2026-06-29T14:46:10.640594
ACC-00000868,FIN-000577,savings,21416.93,USD,active,2023-12-17T04:09:15,2023-12-17T04:09:15,2026-06-29T14:46:10.640628
ACC-00000869,FIN-000578,premium,3864.89,USD,closed,2025-12-25T01:23:14,2025-12-25T01:23:14,2026-06-29T14:46:10.640695
ACC-00000870,FIN-000578,savings,31821.42,USD,active,2026-03-31T19:56:15,2026-03-31T19:56:15,2026-06-29T14:46:10.640717
ACC-00000871,FIN-000579,current,5512.24,USD,active,2026-06-10T18:43:04,2026-06-10T18:43:04,2026-06-29T14:46:10.640802
ACC-00000872,FIN-000580,current,9413.51,USD,dormant,2024-04-08T07:03:16,2024-04-08T07:03:16,2026-06-29T14:46:10.640893
ACC-00000873,FIN-000580,savings,9211.1,USD,active,2024-07-15T17:03:18,2024-07-15T17:03:18,2026-06-29T14:46:10.640915
ACC-00000874,FIN-000580,business,36934.94,USD,active,2024-08-24T16:38:32,2024-08-24T16:38:32,2026-06-29T14:46:10.640936
ACC-00000875,FIN-000581,business,7501.74,USD,frozen,2025-12-27T10:38:05,2025-12-27T10:38:05,2026-06-29T14:46:10.641005
ACC-00000876,FIN-000582,savings,23229.72,USD,active,2025-12-03T08:20:34,2025-12-03T08:20:34,2026-06-29T14:46:10.641068
ACC-00000877,FIN-000583,current,37573.71,USD,active,2026-01-12T15:47:54,2026-01-12T15:47:54,2026-06-29T14:46:10.641129
ACC-00000878,FIN-000583,current,24607.39,USD,active,2024-08-10T12:15:44,2024-08-10T12:15:44,2026-06-29T14:46:10.641151
ACC-00000879,FIN-000583,savings,19543.5,USD,frozen,2025-06-29T06:52:07,2025-06-29T06:52:07,2026-06-29T14:46:10.641181
ACC-00000880,FIN-000584,business,26771.19,USD,active,2025-04-12T23:20:55,2025-04-12T23:20:55,2026-06-29T14:46:10.641266
ACC-00000881,FIN-000585,current,19789.05,USD,active,2026-04-15T10:04:16,2026-04-15T10:04:16,2026-06-29T14:46:10.641362
ACC-00000882,FIN-000586,savings,14448.43,USD,active,2023-12-19T22:01:53,2023-12-19T22:01:53,2026-06-29T14:46:10.641746
ACC-00000883,FIN-000586,business,13548.98,USD,active,2024-05-24T12:41:50,2024-05-24T12:41:50,2026-06-29T14:46:10.641857
ACC-00000884,FIN-000587,business,38530.6,USD,active,2026-06-15T10:13:11,2026-06-15T10:13:11,2026-06-29T14:46:10.642092
ACC-00000885,FIN-000588,business,27370.67,USD,active,2025-12-04T10:03:38,2025-12-04T10:03:38,2026-06-29T14:46:10.642319
ACC-00000886,FIN-000588,premium,12074.45,USD,active,2025-07-15T19:01:59,2025-07-15T19:01:59,2026-06-29T14:46:10.642366
ACC-00000887,FIN-000589,savings,36998.56,USD,active,2025-12-15T07:46:04,2025-12-15T07:46:04,2026-06-29T14:46:10.642504
ACC-00000888,FIN-000589,savings,17573.86,USD,active,2025-07-29T22:23:13,2025-07-29T22:23:13,2026-06-29T14:46:10.642546
ACC-00000889,FIN-000590,savings,41860.61,USD,active,2026-06-14T00:37:33,2026-06-14T00:37:33,2026-06-29T14:46:10.642656
ACC-00000890,FIN-000591,savings,49823.59,USD,dormant,2026-05-06T08:44:16,2026-05-06T08:44:16,2026-06-29T14:46:10.642761
ACC-00000891,FIN-000592,premium,16359.18,USD,active,2026-02-01T11:44:45,2026-02-01T11:44:45,2026-06-29T14:46:10.642899
ACC-00000892,FIN-000593,business,39946.68,USD,closed,2025-10-06T01:54:50,2025-10-06T01:54:50,2026-06-29T14:46:10.643052
ACC-00000893,FIN-000594,savings,13639.5,USD,closed,2026-05-09T23:38:14,2026-05-09T23:38:14,2026-06-29T14:46:10.643417
ACC-00000894,FIN-000595,premium,33881.14,USD,dormant,2024-12-05T18:34:15,2024-12-05T18:34:15,2026-06-29T14:46:10.643670
ACC-00000895,FIN-000596,savings,33713.04,USD,active,2026-01-28T23:28:02,2026-01-28T23:28:02,2026-06-29T14:46:10.643824
ACC-00000896,FIN-000596,premium,10865.09,USD,dormant,2026-02-13T17:20:36,2026-02-13T17:20:36,2026-06-29T14:46:10.643914
ACC-00000897,FIN-000597,savings,21865.88,USD,active,2025-07-17T20:29:53,2025-07-17T20:29:53,2026-06-29T14:46:10.644126
ACC-00000898,FIN-000597,business,13603.74,USD,active,2026-05-12T21:26:55,2026-05-12T21:26:55,2026-06-29T14:46:10.644186
ACC-00000899,FIN-000598,premium,12761.55,USD,active,2025-08-06T09:47:07,2025-08-06T09:47:07,2026-06-29T14:46:10.644296
ACC-00000900,FIN-000598,savings,10922.11,USD,active,2024-08-25T13:40:29,2024-08-25T13:40:29,2026-06-29T14:46:10.644329
ACC-00000901,FIN-000598,savings,30192.04,USD,active,2026-03-13T11:32:40,2026-03-13T11:32:40,2026-06-29T14:46:10.644361
ACC-00000902,FIN-000599,business,33336.16,USD,frozen,2026-06-24T15:06:09,2026-06-24T15:06:09,2026-06-29T14:46:10.644474
ACC-00000903,FIN-000599,premium,17589.54,USD,active,2026-05-03T13:07:31,2026-05-03T13:07:31,2026-06-29T14:46:10.644511
ACC-00000904,FIN-000599,current,9541.04,USD,dormant,2026-06-18T03:35:55,2026-06-18T03:35:55,2026-06-29T14:46:10.644545
ACC-00000905,FIN-000600,premium,17473.6,USD,active,2025-10-17T18:31:32,2025-10-17T18:31:32,2026-06-29T14:46:10.644660
ACC-00000906,FIN-000601,current,34336.53,USD,active,2025-11-16T00:29:09,2025-11-16T00:29:09,2026-06-29T14:46:10.644784
ACC-00000907,FIN-000601,savings,4846.04,USD,frozen,2024-07-27T11:00:35,2024-07-27T11:00:35,2026-06-29T14:46:10.644825
ACC-00000908,FIN-000601,premium,14630.47,USD,active,2024-04-21T22:23:24,2024-04-21T22:23:24,2026-06-29T14:46:10.644866
ACC-00000909,FIN-000602,current,2420.16,USD,frozen,2025-04-15T05:00:05,2025-04-15T05:00:05,2026-06-29T14:46:10.644988
ACC-00000910,FIN-000602,savings,40135.89,USD,active,2026-06-09T10:28:06,2026-06-09T10:28:06,2026-06-29T14:46:10.645014
ACC-00000911,FIN-000603,current,21625.14,USD,dormant,2025-12-04T20:26:58,2025-12-04T20:26:58,2026-06-29T14:46:10.645099
ACC-00000912,FIN-000604,business,38076.33,USD,closed,2025-04-13T14:27:32,2025-04-13T14:27:32,2026-06-29T14:46:10.645172
ACC-00000913,FIN-000604,premium,42848.02,USD,active,2025-04-25T05:08:03,2025-04-25T05:08:03,2026-06-29T14:46:10.645199
ACC-00000914,FIN-000605,savings,38444.9,USD,active,2024-06-15T13:26:01,2024-06-15T13:26:01,2026-06-29T14:46:10.645274
ACC-00000915,FIN-000605,business,1966.84,USD,active,2025-09-12T12:59:27,2025-09-12T12:59:27,2026-06-29T14:46:10.645299
ACC-00000916,FIN-000606,savings,18936.83,USD,closed,2026-02-19T14:56:49,2026-02-19T14:56:49,2026-06-29T14:46:10.645374
ACC-00000917,FIN-000607,premium,17182.67,USD,active,2026-03-27T17:07:54,2026-03-27T17:07:54,2026-06-29T14:46:10.645444
ACC-00000918,FIN-000607,business,43971.47,USD,active,2026-06-24T23:52:13,2026-06-24T23:52:13,2026-06-29T14:46:10.645468
ACC-00000919,FIN-000608,business,29454.9,USD,active,2026-01-27T21:49:16,2026-01-27T21:49:16,2026-06-29T14:46:10.645540
ACC-00000920,FIN-000608,current,24255.01,USD,dormant,2025-03-07T05:21:57,2025-03-07T05:21:57,2026-06-29T14:46:10.645565
ACC-00000921,FIN-000609,business,40592.25,USD,dormant,2026-05-21T18:31:50,2026-05-21T18:31:50,2026-06-29T14:46:10.645638
ACC-00000922,FIN-000610,premium,17246.38,USD,active,2025-08-18T20:42:26,2025-08-18T20:42:26,2026-06-29T14:46:10.645704
ACC-00000923,FIN-000610,current,13579.35,USD,closed,2025-11-19T06:44:50,2025-11-19T06:44:50,2026-06-29T14:46:10.645727
ACC-00000924,FIN-000611,premium,37679.66,USD,dormant,2025-06-19T00:01:58,2025-06-19T00:01:58,2026-06-29T14:46:10.645792
ACC-00000925,FIN-000611,savings,35440.92,USD,closed,2025-06-26T06:26:30,2025-06-26T06:26:30,2026-06-29T14:46:10.645814
ACC-00000926,FIN-000612,savings,22840.12,USD,active,2026-05-15T01:46:36,2026-05-15T01:46:36,2026-06-29T14:46:10.645879
ACC-00000927,FIN-000613,premium,28920.83,USD,dormant,2026-05-23T15:25:23,2026-05-23T15:25:23,2026-06-29T14:46:10.645944
ACC-00000928,FIN-000613,current,2577.46,USD,active,2026-06-04T18:53:43,2026-06-04T18:53:43,2026-06-29T14:46:10.645966
ACC-00000929,FIN-000613,current,48382.57,USD,closed,2026-01-05T23:19:52,2026-01-05T23:19:52,2026-06-29T14:46:10.645988
ACC-00000930,FIN-000614,current,12310.52,USD,active,2026-04-16T12:05:18,2026-04-16T12:05:18,2026-06-29T14:46:10.646053
ACC-00000931,FIN-000615,current,20976.21,USD,dormant,2025-01-24T19:06:09,2025-01-24T19:06:09,2026-06-29T14:46:10.646117
ACC-00000932,FIN-000615,current,47625.7,USD,active,2025-09-28T08:19:20,2025-09-28T08:19:20,2026-06-29T14:46:10.646140
ACC-00000933,FIN-000616,premium,13431.62,USD,dormant,2026-06-09T19:52:23,2026-06-09T19:52:23,2026-06-29T14:46:10.646205
ACC-00000934,FIN-000617,business,18628.8,USD,active,2025-12-11T00:41:28,2025-12-11T00:41:28,2026-06-29T14:46:10.646273
ACC-00000935,FIN-000617,business,23235.15,USD,active,2025-07-02T00:15:22,2025-07-02T00:15:22,2026-06-29T14:46:10.646296
ACC-00000936,FIN-000618,savings,26312.18,USD,active,2026-06-15T22:27:56,2026-06-15T22:27:56,2026-06-29T14:46:10.646362
ACC-00000937,FIN-000618,savings,22873.44,USD,closed,2026-06-11T04:08:51,2026-06-11T04:08:51,2026-06-29T14:46:10.646386
ACC-00000938,FIN-000619,premium,9708.28,USD,active,2025-08-31T06:08:41,2025-08-31T06:08:41,2026-06-29T14:46:10.646451
ACC-00000939,FIN-000620,savings,29167.89,USD,active,2026-04-29T10:25:01,2026-04-29T10:25:01,2026-06-29T14:46:10.646540
ACC-00000940,FIN-000620,savings,32574.88,USD,active,2025-09-30T05:35:44,2025-09-30T05:35:44,2026-06-29T14:46:10.646565
ACC-00000941,FIN-000621,premium,45185.76,USD,active,2025-12-11T19:22:00,2025-12-11T19:22:00,2026-06-29T14:46:10.646633
ACC-00000942,FIN-000621,savings,38709.08,USD,dormant,2026-06-13T10:52:09,2026-06-13T10:52:09,2026-06-29T14:46:10.646656
ACC-00000943,FIN-000621,savings,44204.56,USD,active,2026-01-25T23:32:35,2026-01-25T23:32:35,2026-06-29T14:46:10.646677
ACC-00000944,FIN-000622,current,26928.49,USD,active,2025-06-14T23:21:23,2025-06-14T23:21:23,2026-06-29T14:46:10.646742
ACC-00000945,FIN-000622,business,8858.16,USD,active,2026-02-27T14:44:25,2026-02-27T14:44:25,2026-06-29T14:46:10.646763
ACC-00000946,FIN-000623,premium,11955.58,USD,dormant,2025-10-01T06:00:29,2025-10-01T06:00:29,2026-06-29T14:46:10.646827
ACC-00000947,FIN-000624,premium,5446.49,USD,closed,2025-04-19T05:51:43,2025-04-19T05:51:43,2026-06-29T14:46:10.646890
ACC-00000948,FIN-000625,savings,6209.48,USD,dormant,2026-06-09T08:58:14,2026-06-09T08:58:14,2026-06-29T14:46:10.646954
ACC-00000949,FIN-000625,premium,12846.13,USD,dormant,2026-02-07T01:48:47,2026-02-07T01:48:47,2026-06-29T14:46:10.646977
ACC-00000950,FIN-000626,current,37782.36,USD,active,2024-08-24T16:28:23,2024-08-24T16:28:23,2026-06-29T14:46:10.647039
ACC-00000951,FIN-000627,business,29731.87,USD,active,2026-06-28T18:20:51,2026-06-28T18:20:51,2026-06-29T14:46:10.647102
ACC-00000952,FIN-000627,business,16999.38,USD,active,2026-06-21T05:44:05,2026-06-21T05:44:05,2026-06-29T14:46:10.647124
ACC-00000953,FIN-000627,business,25427.59,USD,dormant,2026-06-18T18:08:09,2026-06-18T18:08:09,2026-06-29T14:46:10.647144
ACC-00000954,FIN-000628,business,31518.75,USD,active,2026-05-22T15:32:32,2026-05-22T15:32:32,2026-06-29T14:46:10.647207
ACC-00000955,FIN-000629,premium,4597.93,USD,active,2026-02-11T19:07:54,2026-02-11T19:07:54,2026-06-29T14:46:10.647268
ACC-00000956,FIN-000630,premium,42488.04,USD,active,2026-03-19T21:32:35,2026-03-19T21:32:35,2026-06-29T14:46:10.647332
ACC-00000957,FIN-000631,premium,7926.86,USD,closed,2026-06-24T09:55:47,2026-06-24T09:55:47,2026-06-29T14:46:10.647394
ACC-00000958,FIN-000631,current,29823.56,USD,dormant,2026-05-29T00:59:54,2026-05-29T00:59:54,2026-06-29T14:46:10.647416
ACC-00000959,FIN-000632,current,23940.01,USD,active,2025-12-24T15:24:28,2025-12-24T15:24:28,2026-06-29T14:46:10.647480
ACC-00000960,FIN-000632,savings,24663.44,USD,active,2026-03-27T19:22:13,2026-03-27T19:22:13,2026-06-29T14:46:10.647502
ACC-00000961,FIN-000632,business,12363.38,USD,active,2025-01-04T14:11:19,2025-01-04T14:11:19,2026-06-29T14:46:10.647523
ACC-00000962,FIN-000633,business,4048.2,USD,dormant,2024-07-25T17:36:54,2024-07-25T17:36:54,2026-06-29T14:46:10.647589
ACC-00000963,FIN-000633,savings,44088.86,USD,frozen,2026-01-18T14:21:40,2026-01-18T14:21:40,2026-06-29T14:46:10.647610
