repayment_id,loan_id,customer_id,amount_due,amount_paid,status,due_date,paid_at,created_at
REP-00000753,LON-0000120,FIN-000559,606.7,606.7,late,2026-06-27,2026-07-03T11:10:09,2026-06-27T11:10:09
REP-00000754,LON-0000121,FIN-000562,6517.56,6517.56,paid,2026-05-27,2026-05-29T13:00:17,2026-05-27T13:00:17
REP-00000755,LON-0000121,FIN-000562,6517.56,6517.56,paid,2026-06-26,2026-06-26T13:00:17,2026-06-26T13:00:17
REP-00000756,LON-0000122,FIN-000570,2801.73,2801.73,paid,2026-04-07,2026-04-09T05:45:10,2026-04-07T05:45:10
REP-00000757,LON-0000122,FIN-000570,2801.73,2801.73,paid,2026-05-07,2026-05-07T05:45:10,2026-05-07T05:45:10
REP-00000758,LON-0000122,FIN-000570,2801.73,2801.73,paid,2026-06-06,2026-06-06T05:45:10,2026-06-06T05:45:10
REP-00000759,LON-0000123,FIN-000574,1871.58,1871.58,paid,2025-11-25,2025-11-26T21:33:32,2025-11-25T21:33:32
REP-00000760,LON-0000123,FIN-000574,1871.58,1871.58,paid,2025-12-25,2025-12-25T21:33:32,2025-12-25T21:33:32
REP-00000761,LON-0000123,FIN-000574,1871.58,1871.58,late,2026-01-24,2026-02-19T21:33:32,2026-01-24T21:33:32
REP-00000762,LON-0000123,FIN-000574,1871.58,1871.58,paid,2026-02-23,2026-02-23T21:33:32,2026-02-23T21:33:32
REP-00000763,LON-0000123,FIN-000574,1871.58,1871.58,paid,2026-03-25,2026-03-26T21:33:32,2026-03-25T21:33:32
REP-00000764,LON-0000123,FIN-000574,1871.58,1871.58,paid,2026-04-24,2026-04-25T21:33:32,2026-04-24T21:33:32
REP-00000765,LON-0000123,FIN-000574,1871.58,1871.58,paid,2026-05-24,2026-05-24T21:33:32,2026-05-24T21:33:32
REP-00000766,LON-0000123,FIN-000574,1871.58,1871.58,paid,2026-06-23,2026-06-25T21:33:32,2026-06-23T21:33:32
REP-00000767,LON-0000124,FIN-000576,708.64,708.64,paid,2026-01-20,2026-01-22T21:29:33,2026-01-20T21:29:33
REP-00000768,LON-0000124,FIN-000576,708.64,708.64,paid,2026-02-19,2026-02-19T21:29:33,2026-02-19T21:29:33
REP-00000769,LON-0000124,FIN-000576,708.64,708.64,paid,2026-03-21,2026-03-22T21:29:33,2026-03-21T21:29:33
REP-00000770,LON-0000124,FIN-000576,708.64,708.64,paid,2026-04-20,2026-04-22T21:29:33,2026-04-20T21:29:33
REP-00000771,LON-0000124,FIN-000576,708.64,708.64,paid,2026-05-20,2026-05-23T21:29:33,2026-05-20T21:29:33
REP-00000772,LON-0000124,FIN-000576,708.64,708.64,paid,2026-06-19,2026-06-19T21:29:33,2026-06-19T21:29:33
REP-00000773,LON-0000125,FIN-000581,2070.25,2070.25,paid,2025-08-18,2025-08-20T00:24:02,2025-08-18T00:24:02
REP-00000774,LON-0000125,FIN-000581,2070.25,2070.25,paid,2025-09-17,2025-09-19T00:24:02,2025-09-17T00:24:02
REP-00000775,LON-0000125,FIN-000581,2070.25,2070.25,paid,2025-10-17,2025-10-19T00:24:02,2025-10-17T00:24:02
REP-00000776,LON-0000125,FIN-000581,2070.25,2070.25,paid,2025-11-16,2025-11-17T00:24:02,2025-11-16T00:24:02
REP-00000777,LON-0000125,FIN-000581,2070.25,2070.25,paid,2025-12-16,2025-12-16T00:24:02,2025-12-16T00:24:02
REP-00000778,LON-0000125,FIN-000581,2070.25,2070.25,paid,2026-01-15,2026-01-18T00:24:02,2026-01-15T00:24:02
REP-00000779,LON-0000125,FIN-000581,2070.25,2070.25,paid,2026-02-14,2026-02-17T00:24:02,2026-02-14T00:24:02
REP-00000780,LON-0000125,FIN-000581,2070.25,2070.25,paid,2026-03-16,2026-03-18T00:24:02,2026-03-16T00:24:02
REP-00000781,LON-0000125,FIN-000581,2070.25,2070.25,paid,2026-04-15,2026-04-16T00:24:02,2026-04-15T00:24:02
REP-00000782,LON-0000125,FIN-000581,2070.25,2070.25,paid,2026-05-15,2026-05-16T00:24:02,2026-05-15T00:24:02
REP-00000783,LON-0000125,FIN-000581,2070.25,0.0,missed,2026-06-14,,2026-06-14T00:24:02
REP-00000784,LON-0000126,FIN-000584,2575.42,2575.42,paid,2026-03-22,2026-03-24T16:15:20,2026-03-22T16:15:20
REP-00000785,LON-0000126,FIN-000584,2575.42,2575.42,late,2026-04-21,2026-04-28T16:15:20,2026-04-21T16:15:20
REP-00000786,LON-0000126,FIN-000584,2575.42,2575.42,paid,2026-05-21,2026-05-22T16:15:20,2026-05-21T16:15:20
REP-00000787,LON-0000126,FIN-000584,2575.42,2575.42,paid,2026-06-20,2026-06-20T16:15:20,2026-06-20T16:15:20
REP-00000788,LON-0000127,FIN-000585,474.87,474.87,paid,2026-05-23,2026-05-23T10:28:05,2026-05-23T10:28:05
REP-00000789,LON-0000127,FIN-000585,474.87,474.87,paid,2026-06-22,2026-06-24T10:28:05,2026-06-22T10:28:05
REP-00000790,LON-0000128,FIN-000588,589.26,589.26,paid,2025-09-02,2025-09-02T13:47:48,2025-09-02T13:47:48
REP-00000791,LON-0000128,FIN-000588,589.26,589.26,paid,2025-10-02,2025-10-03T13:47:48,2025-10-02T13:47:48
REP-00000792,LON-0000128,FIN-000588,589.26,589.26,paid,2025-11-01,2025-11-01T13:47:48,2025-11-01T13:47:48
REP-00000793,LON-0000128,FIN-000588,589.26,589.26,paid,2025-12-01,2025-12-01T13:47:48,2025-12-01T13:47:48
REP-00000794,LON-0000128,FIN-000588,589.26,589.26,paid,2025-12-31,2025-12-31T13:47:48,2025-12-31T13:47:48
REP-00000795,LON-0000128,FIN-000588,589.26,589.26,paid,2026-01-30,2026-02-01T13:47:48,2026-01-30T13:47:48
REP-00000796,LON-0000129,FIN-000593,5387.22,5387.22,late,2026-04-05,2026-04-19T20:51:41,2026-04-05T20:51:41
REP-00000797,LON-0000129,FIN-000593,5387.22,5387.22,paid,2026-05-05,2026-05-08T20:51:41,2026-05-05T20:51:41
REP-00000798,LON-0000129,FIN-000593,5387.22,5387.22,paid,2026-06-04,2026-06-07T20:51:41,2026-06-04T20:51:41
REP-00000799,LON-0000130,FIN-000608,1227.42,1227.42,paid,2025-10-30,2025-10-31T10:35:05,2025-10-30T10:35:05
REP-00000800,LON-0000130,FIN-000608,1227.42,1227.42,late,2025-11-29,2025-12-18T10:35:05,2025-11-29T10:35:05
REP-00000801,LON-0000130,FIN-000608,1227.42,1227.42,paid,2025-12-29,2025-12-31T10:35:05,2025-12-29T10:35:05
REP-00000802,LON-0000130,FIN-000608,1227.42,1227.42,paid,2026-01-28,2026-01-29T10:35:05,2026-01-28T10:35:05
REP-00000803,LON-0000130,FIN-000608,1227.42,1227.42,paid,2026-02-27,2026-03-02T10:35:05,2026-02-27T10:35:05
REP-00000804,LON-0000130,FIN-000608,1227.42,1227.42,paid,2026-03-29,2026-03-29T10:35:05,2026-03-29T10:35:05
REP-00000805,LON-0000130,FIN-000608,1227.42,1227.42,paid,2026-04-28,2026-04-28T10:35:05,2026-04-28T10:35:05
REP-00000806,LON-0000130,FIN-000608,1227.42,1227.42,paid,2026-05-28,2026-05-30T10:35:05,2026-05-28T10:35:05
REP-00000807,LON-0000130,FIN-000608,1227.42,1227.42,paid,2026-06-27,2026-06-27T10:35:05,2026-06-27T10:35:05
REP-00000808,LON-0000131,FIN-000611,379.32,379.32,paid,2025-12-05,2025-12-05T06:07:38,2025-12-05T06:07:38
REP-00000809,LON-0000131,FIN-000611,379.32,379.32,late,2026-01-04,2026-01-29T06:07:38,2026-01-04T06:07:38
REP-00000810,LON-0000131,FIN-000611,379.32,379.32,paid,2026-02-03,2026-02-03T06:07:38,2026-02-03T06:07:38
REP-00000811,LON-0000131,FIN-000611,379.32,379.32,paid,2026-03-05,2026-03-06T06:07:38,2026-03-05T06:07:38
REP-00000812,LON-0000131,FIN-000611,379.32,379.32,paid,2026-04-04,2026-04-05T06:07:38,2026-04-04T06:07:38
REP-00000813,LON-0000131,FIN-000611,379.32,379.32,late,2026-05-04,2026-05-19T06:07:38,2026-05-04T06:07:38
REP-00000814,LON-0000131,FIN-000611,379.32,379.32,paid,2026-06-03,2026-06-04T06:07:38,2026-06-03T06:07:38
REP-00000815,LON-0000132,FIN-000614,1275.67,1275.67,late,2024-09-25,2024-10-07T22:25:33,2024-09-25T22:25:33
REP-00000816,LON-0000132,FIN-000614,1275.67,1275.67,late,2024-10-25,2024-11-21T22:25:33,2024-10-25T22:25:33
REP-00000817,LON-0000132,FIN-000614,1275.67,1275.67,paid,2024-11-24,2024-11-27T22:25:33,2024-11-24T22:25:33
REP-00000818,LON-0000132,FIN-000614,1275.67,1275.67,paid,2024-12-24,2024-12-25T22:25:33,2024-12-24T22:25:33
REP-00000819,LON-0000132,FIN-000614,1275.67,0.0,missed,2025-01-23,,2025-01-23T22:25:33
REP-00000820,LON-0000132,FIN-000614,1275.67,1275.67,paid,2025-02-22,2025-02-25T22:25:33,2025-02-22T22:25:33
REP-00000821,LON-0000132,FIN-000614,1275.67,1275.67,paid,2025-03-24,2025-03-26T22:25:33,2025-03-24T22:25:33
REP-00000822,LON-0000132,FIN-000614,1275.67,1275.67,late,2025-04-23,2025-05-03T22:25:33,2025-04-23T22:25:33
REP-00000823,LON-0000132,FIN-000614,1275.67,0.0,missed,2025-05-23,,2025-05-23T22:25:33
REP-00000824,LON-0000132,FIN-000614,1275.67,0.0,missed,2025-06-22,,2025-06-22T22:25:33
REP-00000825,LON-0000132,FIN-000614,1275.67,0.0,missed,2025-07-22,,2025-07-22T22:25:33
REP-00000826,LON-0000132,FIN-000614,1275.67,1275.67,paid,2025-08-21,2025-08-21T22:25:33,2025-08-21T22:25:33
REP-00000827,LON-0000132,FIN-000614,1275.67,1275.67,paid,2025-09-20,2025-09-21T22:25:33,2025-09-20T22:25:33
REP-00000828,LON-0000132,FIN-000614,1275.67,1275.67,paid,2025-10-20,2025-10-22T22:25:33,2025-10-20T22:25:33
REP-00000829,LON-0000132,FIN-000614,1275.67,1275.67,paid,2025-11-19,2025-11-20T22:25:33,2025-11-19T22:25:33
REP-00000830,LON-0000132,FIN-000614,1275.67,1275.67,paid,2025-12-19,2025-12-21T22:25:33,2025-12-19T22:25:33
REP-00000831,LON-0000132,FIN-000614,1275.67,1275.67,late,2026-01-18,2026-02-01T22:25:33,2026-01-18T22:25:33
REP-00000832,LON-0000132,FIN-000614,1275.67,1275.67,late,2026-02-17,2026-03-17T22:25:33,2026-02-17T22:25:33
REP-00000833,LON-0000132,FIN-000614,1275.67,1275.67,paid,2026-03-19,2026-03-20T22:25:33,2026-03-19T22:25:33
REP-00000834,LON-0000132,FIN-000614,1275.67,1275.67,late,2026-04-18,2026-05-08T22:25:33,2026-04-18T22:25:33
REP-00000835,LON-0000132,FIN-000614,1275.67,1275.67,paid,2026-05-18,2026-05-19T22:25:33,2026-05-18T22:25:33
REP-00000836,LON-0000132,FIN-000614,1275.67,1275.67,paid,2026-06-17,2026-06-20T22:25:33,2026-06-17T22:25:33
REP-00000837,LON-0000133,FIN-000620,288.37,288.37,paid,2025-09-16,2025-09-18T14:06:56,2025-09-16T14:06:56
REP-00000838,LON-0000133,FIN-000620,288.37,288.37,late,2025-10-16,2025-10-22T14:06:56,2025-10-16T14:06:56
REP-00000839,LON-0000133,FIN-000620,288.37,288.37,paid,2025-11-15,2025-11-17T14:06:56,2025-11-15T14:06:56
REP-00000840,LON-0000133,FIN-000620,288.37,288.37,paid,2025-12-15,2025-12-15T14:06:56,2025-12-15T14:06:56
REP-00000841,LON-0000133,FIN-000620,288.37,288.37,paid,2026-01-14,2026-01-15T14:06:56,2026-01-14T14:06:56
REP-00000842,LON-0000133,FIN-000620,288.37,288.37,paid,2026-02-13,2026-02-16T14:06:56,2026-02-13T14:06:56
REP-00000843,LON-0000133,FIN-000620,288.37,288.37,paid,2026-03-15,2026-03-18T14:06:56,2026-03-15T14:06:56
REP-00000844,LON-0000133,FIN-000620,288.37,288.37,paid,2026-04-14,2026-04-16T14:06:56,2026-04-14T14:06:56
REP-00000845,LON-0000133,FIN-000620,288.37,288.37,late,2026-05-14,2026-06-12T14:06:56,2026-05-14T14:06:56
REP-00000846,LON-0000133,FIN-000620,288.37,288.37,paid,2026-06-13,2026-06-16T14:06:56,2026-06-13T14:06:56
REP-00000847,LON-0000134,FIN-000626,1885.95,1885.95,paid,2025-04-26,2025-04-27T09:40:03,2025-04-26T09:40:03
REP-00000848,LON-0000134,FIN-000626,1885.95,1885.95,paid,2025-05-26,2025-05-29T09:40:03,2025-05-26T09:40:03
REP-00000849,LON-0000134,FIN-000626,1885.95,1885.95,late,2025-06-25,2025-07-09T09:40:03,2025-06-25T09:40:03
REP-00000850,LON-0000134,FIN-000626,1885.95,1885.95,paid,2025-07-25,2025-07-26T09:40:03,2025-07-25T09:40:03
REP-00000851,LON-0000134,FIN-000626,1885.95,1885.95,paid,2025-08-24,2025-08-26T09:40:03,2025-08-24T09:40:03
REP-00000852,LON-0000134,FIN-000626,1885.95,1885.95,paid,2025-09-23,2025-09-25T09:40:03,2025-09-23T09:40:03
REP-00000853,LON-0000135,FIN-000631,8294.28,8294.28,paid,2026-07-26,2026-07-28T16:04:05,2026-07-26T16:04:05
REP-00000854,LON-0000136,FIN-000635,463.89,463.89,late,2026-02-13,2026-02-18T19:48:15,2026-02-13T19:48:15
REP-00000855,LON-0000136,FIN-000635,463.89,463.89,paid,2026-03-15,2026-03-17T19:48:15,2026-03-15T19:48:15
REP-00000856,LON-0000136,FIN-000635,463.89,463.89,paid,2026-04-14,2026-04-15T19:48:15,2026-04-14T19:48:15
REP-00000857,LON-0000136,FIN-000635,463.89,463.89,paid,2026-05-14,2026-05-14T19:48:15,2026-05-14T19:48:15
REP-00000858,LON-0000136,FIN-000635,463.89,463.89,paid,2026-06-13,2026-06-14T19:48:15,2026-06-13T19:48:15
REP-00000859,LON-0000137,FIN-000641,11478.68,11478.68,paid,2026-06-10,2026-06-13T19:13:03,2026-06-10T19:13:03
REP-00000860,LON-0000138,FIN-000644,1059.41,1059.41,paid,2025-08-16,2025-08-18T04:23:13,2025-08-16T04:23:13
REP-00000861,LON-0000138,FIN-000644,1059.41,1059.41,paid,2025-09-15,2025-09-15T04:23:13,2025-09-15T04:23:13
REP-00000862,LON-0000138,FIN-000644,1059.41,1059.41,paid,2025-10-15,2025-10-17T04:23:13,2025-10-15T04:23:13
REP-00000863,LON-0000138,FIN-000644,1059.41,1059.41,paid,2025-11-14,2025-11-16T04:23:13,2025-11-14T04:23:13
REP-00000864,LON-0000138,FIN-000644,1059.41,1059.41,late,2025-12-14,2025-12-29T04:23:13,2025-12-14T04:23:13
REP-00000865,LON-0000138,FIN-000644,1059.41,1059.41,paid,2026-01-13,2026-01-14T04:23:13,2026-01-13T04:23:13
REP-00000866,LON-0000138,FIN-000644,1059.41,1059.41,paid,2026-02-12,2026-02-12T04:23:13,2026-02-12T04:23:13
REP-00000867,LON-0000138,FIN-000644,1059.41,1059.41,paid,2026-03-14,2026-03-14T04:23:13,2026-03-14T04:23:13
REP-00000868,LON-0000138,FIN-000644,1059.41,1059.41,paid,2026-04-13,2026-04-16T04:23:13,2026-04-13T04:23:13
REP-00000869,LON-0000138,FIN-000644,1059.41,1059.41,paid,2026-05-13,2026-05-13T04:23:13,2026-05-13T04:23:13
REP-00000870,LON-0000138,FIN-000644,1059.41,1059.41,paid,2026-06-12,2026-06-12T04:23:13,2026-06-12T04:23:13
REP-00000871,LON-0000139,FIN-000650,1616.42,1616.42,paid,2026-03-30,2026-03-30T15:13:21,2026-03-30T15:13:21
REP-00000872,LON-0000139,FIN-000650,1616.42,1616.42,paid,2026-04-29,2026-04-30T15:13:21,2026-04-29T15:13:21
REP-00000873,LON-0000139,FIN-000650,1616.42,1616.42,paid,2026-05-29,2026-05-29T15:13:21,2026-05-29T15:13:21
REP-00000874,LON-0000139,FIN-000650,1616.42,1616.42,paid,2026-06-28,2026-07-01T15:13:21,2026-06-28T15:13:21
REP-00000875,LON-0000140,FIN-000655,5500.21,5500.21,paid,2025-02-12,2025-02-12T13:28:42,2025-02-12T13:28:42
REP-00000876,LON-0000140,FIN-000655,5500.21,5500.21,paid,2025-03-14,2025-03-15T13:28:42,2025-03-14T13:28:42
REP-00000877,LON-0000140,FIN-000655,5500.21,5500.21,paid,2025-04-13,2025-04-13T13:28:42,2025-04-13T13:28:42
REP-00000878,LON-0000140,FIN-000655,5500.21,5500.21,paid,2025-05-13,2025-05-16T13:28:42,2025-05-13T13:28:42
REP-00000879,LON-0000140,FIN-000655,5500.21,5500.21,late,2025-06-12,2025-06-19T13:28:42,2025-06-12T13:28:42
REP-00000880,LON-0000140,FIN-000655,5500.21,5500.21,paid,2025-07-12,2025-07-12T13:28:42,2025-07-12T13:28:42
REP-00000881,LON-0000141,FIN-000658,1309.89,1309.89,paid,2026-05-08,2026-05-08T05:29:58,2026-05-08T05:29:58
REP-00000882,LON-0000141,FIN-000658,1309.89,1309.89,paid,2026-06-07,2026-06-10T05:29:58,2026-06-07T05:29:58
REP-00000883,LON-0000142,FIN-000668,4959.44,4959.44,paid,2026-06-11,2026-06-13T18:34:03,2026-06-11T18:34:03
REP-00000884,LON-0000143,FIN-000673,1783.95,1783.95,late,2023-10-20,2023-11-18T04:50:51,2023-10-20T04:50:51
REP-00000885,LON-0000143,FIN-000673,1783.95,1783.95,late,2023-11-19,2023-11-28T04:50:51,2023-11-19T04:50:51
REP-00000886,LON-0000143,FIN-000673,1783.95,0.0,missed,2023-12-19,,2023-12-19T04:50:51
REP-00000887,LON-0000143,FIN-000673,1783.95,1783.95,paid,2024-01-18,2024-01-18T04:50:51,2024-01-18T04:50:51
REP-00000888,LON-0000143,FIN-000673,1783.95,1783.95,paid,2024-02-17,2024-02-17T04:50:51,2024-02-17T04:50:51
REP-00000889,LON-0000143,FIN-000673,1783.95,1783.95,paid,2024-03-18,2024-03-21T04:50:51,2024-03-18T04:50:51
REP-00000890,LON-0000143,FIN-000673,1783.95,0.0,missed,2024-04-17,,2024-04-17T04:50:51
REP-00000891,LON-0000143,FIN-000673,1783.95,1783.95,paid,2024-05-17,2024-05-18T04:50:51,2024-05-17T04:50:51
REP-00000892,LON-0000143,FIN-000673,1783.95,1783.95,late,2024-06-16,2024-06-30T04:50:51,2024-06-16T04:50:51
REP-00000893,LON-0000143,FIN-000673,1783.95,0.0,missed,2024-07-16,,2024-07-16T04:50:51
REP-00000894,LON-0000143,FIN-000673,1783.95,1783.95,paid,2024-08-15,2024-08-15T04:50:51,2024-08-15T04:50:51
REP-00000895,LON-0000143,FIN-000673,1783.95,1783.95,paid,2024-09-14,2024-09-14T04:50:51,2024-09-14T04:50:51
REP-00000896,LON-0000143,FIN-000673,1783.95,1783.95,late,2024-10-14,2024-10-23T04:50:51,2024-10-14T04:50:51
REP-00000897,LON-0000143,FIN-000673,1783.95,1783.95,paid,2024-11-13,2024-11-13T04:50:51,2024-11-13T04:50:51
REP-00000898,LON-0000143,FIN-000673,1783.95,0.0,missed,2024-12-13,,2024-12-13T04:50:51
REP-00000899,LON-0000143,FIN-000673,1783.95,1783.95,paid,2025-01-12,2025-01-15T04:50:51,2025-01-12T04:50:51
REP-00000900,LON-0000143,FIN-000673,1783.95,1783.95,paid,2025-02-11,2025-02-13T04:50:51,2025-02-11T04:50:51
REP-00000901,LON-0000143,FIN-000673,1783.95,1783.95,paid,2025-03-13,2025-03-16T04:50:51,2025-03-13T04:50:51
REP-00000902,LON-0000143,FIN-000673,1783.95,1783.95,paid,2025-04-12,2025-04-15T04:50:51,2025-04-12T04:50:51
REP-00000903,LON-0000143,FIN-000673,1783.95,1783.95,paid,2025-05-12,2025-05-13T04:50:51,2025-05-12T04:50:51
REP-00000904,LON-0000143,FIN-000673,1783.95,1783.95,paid,2025-06-11,2025-06-11T04:50:51,2025-06-11T04:50:51
REP-00000905,LON-0000143,FIN-000673,1783.95,0.0,missed,2025-07-11,,2025-07-11T04:50:51
REP-00000906,LON-0000143,FIN-000673,1783.95,0.0,missed,2025-08-10,,2025-08-10T04:50:51
REP-00000907,LON-0000143,FIN-000673,1783.95,0.0,missed,2025-09-09,,2025-09-09T04:50:51
REP-00000908,LON-0000144,FIN-000677,8938.14,8938.14,paid,2024-01-13,2024-01-14T12:57:45,2024-01-13T12:57:45
REP-00000909,LON-0000144,FIN-000677,8938.14,8938.14,paid,2024-02-12,2024-02-13T12:57:45,2024-02-12T12:57:45
REP-00000910,LON-0000144,FIN-000677,8938.14,8938.14,paid,2024-03-13,2024-03-13T12:57:45,2024-03-13T12:57:45
REP-00000911,LON-0000145,FIN-000679,608.44,608.44,paid,2026-07-07,2026-07-09T01:11:15,2026-07-07T01:11:15
REP-00000912,LON-0000146,FIN-000681,713.63,713.63,paid,2026-03-03,2026-03-05T21:07:22,2026-03-03T21:07:22
REP-00000913,LON-0000146,FIN-000681,713.63,713.63,paid,2026-04-02,2026-04-03T21:07:22,2026-04-02T21:07:22
REP-00000914,LON-0000146,FIN-000681,713.63,280.93,partial,2026-05-02,2026-05-02T21:07:22,2026-05-02T21:07:22
REP-00000915,LON-0000146,FIN-000681,713.63,0.0,missed,2026-06-01,,2026-06-01T21:07:22
REP-00000916,LON-0000147,FIN-000692,1290.27,1290.27,paid,2025-09-01,2025-09-03T10:33:16,2025-09-01T10:33:16
REP-00000917,LON-0000147,FIN-000692,1290.27,1290.27,paid,2025-10-01,2025-10-04T10:33:16,2025-10-01T10:33:16
REP-00000918,LON-0000147,FIN-000692,1290.27,1290.27,paid,2025-10-31,2025-11-01T10:33:16,2025-10-31T10:33:16
REP-00000919,LON-0000147,FIN-000692,1290.27,1290.27,paid,2025-11-30,2025-12-01T10:33:16,2025-11-30T10:33:16
REP-00000920,LON-0000147,FIN-000692,1290.27,1290.27,paid,2025-12-30,2025-12-30T10:33:16,2025-12-30T10:33:16
REP-00000921,LON-0000147,FIN-000692,1290.27,1290.27,paid,2026-01-29,2026-02-01T10:33:16,2026-01-29T10:33:16
REP-00000922,LON-0000147,FIN-000692,1290.27,1290.27,paid,2026-02-28,2026-03-03T10:33:16,2026-02-28T10:33:16
REP-00000923,LON-0000147,FIN-000692,1290.27,1290.27,paid,2026-03-30,2026-03-31T10:33:16,2026-03-30T10:33:16
REP-00000924,LON-0000147,FIN-000692,1290.27,1290.27,late,2026-04-29,2026-05-17T10:33:16,2026-04-29T10:33:16
REP-00000925,LON-0000147,FIN-000692,1290.27,1290.27,paid,2026-05-29,2026-05-30T10:33:16,2026-05-29T10:33:16
REP-00000926,LON-0000147,FIN-000692,1290.27,1290.27,paid,2026-06-28,2026-06-29T10:33:16,2026-06-28T10:33:16
REP-00000927,LON-0000148,FIN-000705,6240.19,6240.19,paid,2025-08-20,2025-08-23T17:17:31,2025-08-20T17:17:31
REP-00000928,LON-0000148,FIN-000705,6240.19,6240.19,paid,2025-09-19,2025-09-20T17:17:31,2025-09-19T17:17:31
REP-00000929,LON-0000148,FIN-000705,6240.19,6240.19,paid,2025-10-19,2025-10-20T17:17:31,2025-10-19T17:17:31
REP-00000930,LON-0000148,FIN-000705,6240.19,6240.19,paid,2025-11-18,2025-11-18T17:17:31,2025-11-18T17:17:31
REP-00000931,LON-0000148,FIN-000705,6240.19,6240.19,paid,2025-12-18,2025-12-20T17:17:31,2025-12-18T17:17:31
REP-00000932,LON-0000148,FIN-000705,6240.19,0.0,missed,2026-01-17,,2026-01-17T17:17:31
REP-00000933,LON-0000149,FIN-000714,5520.82,5520.82,paid,2025-11-11,2025-11-13T14:00:12,2025-11-11T14:00:12
REP-00000934,LON-0000149,FIN-000714,5520.82,5520.82,paid,2025-12-11,2025-12-11T14:00:12,2025-12-11T14:00:12
REP-00000935,LON-0000149,FIN-000714,5520.82,5520.82,paid,2026-01-10,2026-01-12T14:00:12,2026-01-10T14:00:12
REP-00000936,LON-0000149,FIN-000714,5520.82,5520.82,late,2026-02-09,2026-03-08T14:00:12,2026-02-09T14:00:12
REP-00000937,LON-0000149,FIN-000714,5520.82,5520.82,paid,2026-03-11,2026-03-12T14:00:12,2026-03-11T14:00:12
REP-00000938,LON-0000149,FIN-000714,5520.82,5520.82,paid,2026-04-10,2026-04-10T14:00:12,2026-04-10T14:00:12
REP-00000939,LON-0000150,FIN-000718,1188.56,1188.56,paid,2026-07-27,2026-07-30T21:39:39,2026-07-27T21:39:39
REP-00000940,LON-0000151,FIN-000722,41.08,41.08,late,2026-06-07,2026-07-05T13:27:46,2026-06-07T13:27:46
REP-00000941,LON-0000152,FIN-000733,456.86,456.86,paid,2025-09-15,2025-09-16T17:06:20,2025-09-15T17:06:20
REP-00000942,LON-0000152,FIN-000733,456.86,456.86,paid,2025-10-15,2025-10-18T17:06:20,2025-10-15T17:06:20
REP-00000943,LON-0000152,FIN-000733,456.86,456.86,late,2025-11-14,2025-12-13T17:06:20,2025-11-14T17:06:20
REP-00000944,LON-0000152,FIN-000733,456.86,456.86,paid,2025-12-14,2025-12-15T17:06:20,2025-12-14T17:06:20
REP-00000945,LON-0000152,FIN-000733,456.86,456.86,paid,2026-01-13,2026-01-13T17:06:20,2026-01-13T17:06:20
REP-00000946,LON-0000152,FIN-000733,456.86,456.86,paid,2026-02-12,2026-02-12T17:06:20,2026-02-12T17:06:20
REP-00000947,LON-0000152,FIN-000733,456.86,456.86,paid,2026-03-14,2026-03-16T17:06:20,2026-03-14T17:06:20
REP-00000948,LON-0000152,FIN-000733,456.86,456.86,paid,2026-04-13,2026-04-15T17:06:20,2026-04-13T17:06:20
REP-00000949,LON-0000152,FIN-000733,456.86,456.86,late,2026-05-13,2026-05-18T17:06:20,2026-05-13T17:06:20
REP-00000950,LON-0000152,FIN-000733,456.86,456.86,paid,2026-06-12,2026-06-15T17:06:20,2026-06-12T17:06:20
REP-00000951,LON-0000153,FIN-000742,2314.03,2314.03,paid,2026-02-22,2026-02-25T00:43:35,2026-02-22T00:43:35
REP-00000952,LON-0000153,FIN-000742,2314.03,2314.03,paid,2026-03-24,2026-03-24T00:43:35,2026-03-24T00:43:35
REP-00000953,LON-0000153,FIN-000742,2314.03,2314.03,paid,2026-04-23,2026-04-23T00:43:35,2026-04-23T00:43:35
REP-00000954,LON-0000153,FIN-000742,2314.03,2314.03,paid,2026-05-23,2026-05-23T00:43:35,2026-05-23T00:43:35
REP-00000955,LON-0000153,FIN-000742,2314.03,2314.03,paid,2026-06-22,2026-06-25T00:43:35,2026-06-22T00:43:35
REP-00000956,LON-0000154,FIN-000743,1582.31,1582.31,paid,2025-01-26,2025-01-29T08:37:05,2025-01-26T08:37:05
REP-00000957,LON-0000154,FIN-000743,1582.31,1582.31,paid,2025-02-25,2025-02-25T08:37:05,2025-02-25T08:37:05
REP-00000958,LON-0000154,FIN-000743,1582.31,1582.31,paid,2025-03-27,2025-03-27T08:37:05,2025-03-27T08:37:05
REP-00000959,LON-0000154,FIN-000743,1582.31,1582.31,paid,2025-04-26,2025-04-27T08:37:05,2025-04-26T08:37:05
REP-00000960,LON-0000154,FIN-000743,1582.31,1582.31,late,2025-05-26,2025-06-12T08:37:05,2025-05-26T08:37:05
REP-00000961,LON-0000154,FIN-000743,1582.31,1582.31,paid,2025-06-25,2025-06-27T08:37:05,2025-06-25T08:37:05
REP-00000962,LON-0000154,FIN-000743,1582.31,1582.31,paid,2025-07-25,2025-07-26T08:37:05,2025-07-25T08:37:05
REP-00000963,LON-0000154,FIN-000743,1582.31,1582.31,paid,2025-08-24,2025-08-27T08:37:05,2025-08-24T08:37:05
REP-00000964,LON-0000154,FIN-000743,1582.31,1582.31,paid,2025-09-23,2025-09-24T08:37:05,2025-09-23T08:37:05
REP-00000965,LON-0000154,FIN-000743,1582.31,1582.31,paid,2025-10-23,2025-10-26T08:37:05,2025-10-23T08:37:05
